flight_id,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades,ssr_codes,period_start,period_finish,source_ids
00af086d-cfd7-4eb9-abe8-1ddd8cf27613,AEA1671,NA,NA,NA,LEMD,LSZH,['5343'],2017-08-02T13:14:33Z,2017-08-02T14:59:12Z,[311952]
00c578ea-6911-4301-b518-b7e1675b05a5,SWR104Q,HBIJP,A320,0x4B1619,EDDL,LSZH,['1000'],2017-08-02T07:53:07Z,2017-08-02T08:50:37Z,['0xe52633c' 285479]
012b72c0-c234-4d0a-bd81-61621979ad8d,ULC209,NA,NA,NA,LIMF,LSZH,['1000'],2017-08-02T05:04:48Z,2017-08-02T05:36:36Z,[300401]
02f86b35-1b6f-452b-9bf4-f921a7f99fb9,SWR113C,NA,NA,0x44077A,EDDS,LSZH,['2561'],2017-08-02T09:02:31Z,2017-08-02T09:28:20Z,[296673]
03e20d1c-dd1a-4db2-b795-a88a706c2727,THY9KL,TCJSU,A321,0x4BAA75,LTBA,LSZH,['0000' '3216' '2302' '7610'],2017-08-02T03:49:39Z,2017-08-02T07:04:44Z,['0xe51ff67' 302195]
063fb936-ec79-4486-a449-f509e1e9dfae,SWR17P,HBJHM,A333,0x4B1886,KJFK,LSZH,['2045' '0000'],2017-08-02T03:10:19Z,2017-08-02T05:17:29Z,[292642 '0xe51411a']
070f1884-4762-47d9-888f-989ca798782d,SWR51Y,OELGQ,DH8D,0x440779,LFLL,LSZH,['1000' '0000'],2017-08-02T13:12:16Z,2017-08-02T13:59:36Z,[302365 '0xe531eb0']
07911a57-17a1-490d-b837-cb7303a783fa,EWG5KH,NA,NA,0x3C56F2,EDDH,LSZH,['1135'],2017-08-02T12:26:10Z,2017-08-02T13:29:36Z,[297939]
07956fab-7dc4-4d8b-be6d-b049648e9c1a,SWR1665,HBJBD,BCS1,0x4B17E1,LIPZ,LSZH,['0000' '2000' '0227' '6654' '1000'],2017-08-02T17:25:59Z,2017-08-02T22:46:02Z,['0xe53edd5' 314116]
0895dc05-c091-4768-8ee0-0b54d7266bc9,AUI471,URGAH,B733,0x508011,UKBB,LSZH,['7361' '1000'],2017-08-02T07:53:09Z,2017-08-02T10:18:44Z,['0xe526610']
0918e7d6-8498-4a99-a1a8-9b5ed4ac8d7e,SWR225Z,HBIJH,A320,0x4B1611,LHBP,LSZH,['4206' '1000' '7371' '3010'],2017-08-02T07:53:09Z,2017-08-02T09:32:02Z,['0xe5266c7' 298134]
0937e678-d1cc-4bae-804d-64dd5870aef2,SWR1737,HBIJB,A320,0x4B160B,LIRF,LSZH,['0000' '1000' '7373'],2017-08-02T13:32:58Z,2017-08-02T14:51:41Z,['0xe532dd7' 306575]
0a290855-db1e-4576-95a2-65b05cc14fdb,ADR33Z,S5AAU,CRJ9,0x506C28,LJLJ,LSZH,['0000' '6504' '6502' '1000'],2017-08-02T15:15:43Z,2017-08-02T16:08:07Z,['0xe5382d8']
0add37c1-0621-4524-b9e4-b7b35eecaa07,SWR99L,NA,NA,0x506C1A,EDDC,LSZH,['4147'],2017-08-02T18:45:11Z,2017-08-02T19:40:56Z,[320263]
0b87e5be-6252-4caa-8408-2d085b5b46b3,CTN76H,NA,NA,0x501DC5,LDSP,LSZH,['7371' '6666'],2017-08-02T10:25:15Z,2017-08-02T12:10:08Z,[314387]
0b97c767-8a8f-422c-84f1-fc2e524671a5,AEA1675,NA,NA,NA,LEMD,LSZH,['5356'],2017-08-02T06:31:33Z,2017-08-02T08:24:36Z,[298452]
0bed9e90-80cf-4ab7-ae75-ae1a7b1e00b9,SWR33J,HBIJJ,A320,0x4B1613,EGLL,LSZH,['0000' '2207'],2017-08-02T11:14:34Z,2017-08-02T12:41:17Z,['0xe52cb88']
0cbbdaa3-a3b9-4487-93cf-56b58cc68ab3,HBFKC,HBFKC,PC6T,0x4B0E3A,LSZC,LSZH,['4270'],2017-08-02T14:11:24Z,2017-08-02T14:22:46Z,['0xe534c4c']
0ccd3429-0534-4123-84f1-ad1d00a2d365,BAW14R,GBNWB,B763,0x40041C,EGLL,LSZH,['0221' '7632' '1000'],2017-08-02T14:03:51Z,2017-08-02T15:44:13Z,['0xe534620']
0d40cd61-1ae7-4944-b842-5cd1037021a4,SWR901,S5AAO,CRJ9,0x506C1A,EDDP,LSZH,['1000' '0000'],2017-08-02T07:38:09Z,2017-08-02T08:32:04Z,[297507 '0xe5261ef']
0d6c724b-1c95-4b54-9b62-c9727f9cee7a,ICE568,TFISP,B763,0x4CC27E,BIKF,LSZH,['0000' '3001' '2000' '2027' '2053' '6251' '6304' '1000'],2017-08-02T07:41:50Z,2017-08-02T11:23:17Z,['0xe526311' 304718]
0db7e4de-5616-4d1d-bf88-0539a6b2cdf2,EDW439,HBIJV,A320,0x4B161F,LWSK,LSZH,['0000' '4327' '1000'],2017-08-02T06:52:35Z,2017-08-02T09:01:31Z,['0xe524e28']
0dec4f7a-6417-4602-82b7-ca628f04f222,SXS3JQ,TCSUU,B738,0x4BCEB5,LTAI,LSZH,['0000' '3342' '3242'],2017-08-02T03:13:31Z,2017-08-02T06:48:48Z,['0xe51efce']
0e13a8d2-5d37-4127-b98d-cfffbf049276,SWR70T,HBION,A321,0x4B1699,EHAM,LSZH,['0000' '1000' '0767'],2017-08-02T18:18:32Z,2017-08-02T19:31:23Z,['0xe541364']
0e5da958-371e-4c56-9963-3303f3edc1db,SWR98A,HBIJQ,A320,0x4B161A,EDDT,LSZH,['0000' '1133' '1000'],2017-08-02T09:06:44Z,2017-08-02T10:18:01Z,['0xe52853e' 299547]
0f0c4fa7-690e-45ff-b287-825defa13952,BER8582,DABDZ,A320,0x3C489A,EDDL,LSZH,['0000' '1000'],2017-08-02T04:41:23Z,2017-08-02T05:47:56Z,['0xe521671' 296205]
0f7927b7-c0e1-45a8-a325-b9778363f753,SWR147,HBJHM,A333,0x4B1886,VIDP,LSZH,['0000' '3650'],2017-08-02T23:52:48Z,2017-08-02T23:59:57Z,['0xe547d2e']
0f797f6d-d3d3-4dc9-9e72-a91b4d543c13,SWR229D,HBJBC,BCS1,0x4B17E0,LDZA,LSZH,['3066' '2000' '7325' '1000' '3027'],2017-08-02T14:52:57Z,2017-08-02T16:46:10Z,['0xe536f41' 310646]
0f8c6e94-142f-4b7b-a48e-010b05dfbe62,GWI6P,DAGWN,A319,0x3C5EEE,EDDK,LSZH,['0000' '0624'],2017-08-02T18:00:00Z,2017-08-02T18:47:14Z,['0xe53ffc9' 305572]
