flight_id,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades,ssr_codes,period_start,period_finish,source_ids
00147459-33ec-4197-b597-83a797ead16e,SWR155N,HBIJF,A320,0x4B160F,LYBE,LSZH,['0000' '7315' '1000' '2736'],2017-08-03T13:17:11Z,2017-08-03T14:57:38Z,['0xe566f41' 341007]
00260081-41aa-44ae-b9a8-3c223affd1da,SWR74U,HBJBE,BCS1,0x4B17E2,ELLX,LSZH,['0000' '2000' '5652' '1000'],2017-08-03T08:14:08Z,2017-08-03T10:11:23Z,['0xe55c842' 333982]
0080bca1-4465-4dd1-a604-05a8060a4f68,SWR109W,HBIPT,A319,0x4B16B9,EDDH,LSZH,['0000' '1125' '2074'],2017-08-03T12:57:55Z,2017-08-03T15:25:38Z,['0xe565808' 341307]
0122c947-467d-4790-9e69-5e30ff38ae89,SWR184H,HBIOL,A321,0x4B1697,LGAT,LSZH,['0000' '2061' '1000'],2017-08-03T04:46:18Z,2017-08-03T07:08:25Z,['0xe556ca1' 327123]
014a7cfe-91a8-444c-bdef-e2956bab9bd9,SWR255X,HBIJN,A320,0x4B1617,LGTS,LSZH,['0000' '1752' '6537' '1000' '3051' '5705'],2017-08-03T14:12:40Z,2017-08-03T16:23:47Z,['0xe569906' 343075]
01a98286-3c52-4b94-9359-045d4404a506,HBFKC,HBFKC,PC6T,0x4B0E3A,LSZC,LSZH,['0000' '4270'],2017-08-03T15:41:29Z,2017-08-03T15:56:40Z,['0xe56dd3b']
01d3de2f-098b-4c19-a25b-785236db194a,SWR425,HBJVC,F100,0x4B19E8,EGBB,LSZH,['0000' '2077'],2017-08-03T18:06:49Z,2017-08-03T19:40:09Z,['0xe5748a1']
03ef186e-d123-4118-9966-d255dd9e41f8,SWR1325,HBJLP,A320,0x4B18F1,UUDD,LSZH,['0000' '1513' '5131' '7313' '1000'],2017-08-03T06:08:42Z,2017-08-03T09:41:53Z,['0xe5592b5' 330483]
03f7202d-35b7-41e7-a350-6dc4583b1e24,BAW712,NA,NA,0x400935,EGLL,LSZH,['2053'],2017-08-03T09:12:13Z,2017-08-03T10:19:00Z,[335115]
04637cc1-fb42-4acd-83dc-6924e59141ba,SWR93,HBJMA,A343,0x4B18FC,SBGR,LSZH,['0000' '2355'],2017-08-03T04:52:02Z,2017-08-03T08:44:11Z,['0xe5489da' 327303]
048c9918-a579-47fd-b31b-10f30cd6f9b7,SWR2059,HBJVG,F100,0x4B19EC,LEBB,LSZH,['0000' '5365'],2017-08-03T12:40:58Z,2017-08-03T14:35:12Z,['0xe5655c8' 325702]
04f728a1-2cfc-42dc-a628-2c6aa4423731,SWR381,HBJVF,F100,0x4B19EB,EGCC,LSZH,['0000' '5671' '2077'],2017-08-03T17:58:03Z,2017-08-03T19:44:51Z,['0xe5743d9']
05a605c0-669d-4471-9ef8-06f422bbd2a5,CFE94C,GLCYD,E170,0x40609A,EGLC,LSZH,['2021'],2017-08-03T17:41:03Z,2017-08-03T18:43:03Z,['0xe573557']
05f93d1f-a600-41d5-b76b-6bedbc8c4502,NJE895W,NA,NA,0x490D03,LGIR,LSZH,['2060' '1000'],2017-08-03T12:51:37Z,2017-08-03T15:31:12Z,[351290]
0608d47f-29d9-453b-846f-85ac34f6a0f0,GWI1FM,DAGWJ,A319,0x3C5EEA,EDDH,LSZH,['1104' '1000' '5020' '1355'],2017-08-03T04:55:13Z,2017-08-03T06:15:37Z,['0xe5571dc' 326275]
06bdaf62-e6af-4f8e-aa41-ee44209d664f,SWR197,HBJHC,A333,0x4B187C,ZBAA,LSZH,['0000' '3014' '6264' '6530' '3035' '1000'],2017-08-03T05:18:03Z,2017-08-03T09:42:23Z,['0xe54c2e0' 331559]
07c51578-b123-41ea-9e90-87b92c8d75f9,FIN3ZK,OHLZM,A321,0x461FA2,EFHK,LSZH,['0000' '6506' '2530' '1000'],2017-08-03T13:17:56Z,2017-08-03T16:54:09Z,['0xe566f9f' 350988]
082e7a3e-620c-4c43-97d4-d7620b014120,SWR41,HBJNH,B77W,0x4B191D,KLAX,LSZH,['0000' '2000' '2022' '3035'],2017-08-03T10:23:15Z,2017-08-03T13:15:03Z,['0xe552ca0' 336894]
08b904ed-4776-438d-96e1-e3c2e4d6d706,SWR85GK,OELGR,DH8D,0x44077A,LSZA,LSZH,['0000' '0401' '1000'],2017-08-03T08:38:20Z,2017-08-03T09:12:36Z,['0xe55d33b' 330629]
091d47ca-82b5-4fc1-ae85-f3cd1a8497fc,SWR225U,HBJBE,BCS1,0x4B17E2,LHBP,LSZH,['2000' '1000'],2017-08-03T18:00:05Z,2017-08-03T20:17:58Z,['0xe574536' 348792]
09c808b6-daee-46ce-8f08-6271996cfdca,SVW29VM,NA,NA,0x4D0221,LOWW,LSZH,['1524' '1000'],2017-08-03T12:53:09Z,2017-08-03T13:52:12Z,[341184]
0a8971b8-94b8-4e0c-b8e5-0ac9554ecfac,SWR163W,HBJVR,E190,0x4B19F7,LIMC,LSZH,['0000' '1000'],2017-08-03T04:58:11Z,2017-08-03T06:05:59Z,['0xe55735e' 315546]
0a90629f-ffc7-4e1b-b0d1-0fcdca32a8ef,SWR47F,HBJVQ,E190,0x4B19F6,EGLC,LSZH,['2252'],2017-08-03T11:54:37Z,2017-08-03T13:04:08Z,[324377 '0xe563418']
0b7d124a-eca7-429c-9f9e-25f8fa4a13da,EDW215,HBIJV,A320,0x4B161F,GCTS,LSZH,['0000' '6222' '7740' '4735' '1000' '2310' '4060' '5705'],2017-08-03T12:18:26Z,2017-08-03T16:41:20Z,['0xe564662' 330934]
0bbdd891-9f2a-4a9b-b2be-6ebf30f7c0e1,AFR1414,FGUGQ,A318,0x3950D0,LFPG,LSZH,['1000'],2017-08-03T19:30:26Z,2017-08-03T20:32:24Z,['0xe57824f' 359175]
0c272934-b45c-41dd-a01d-e7353df34c15,SWR1579,HBIJM,A320,0x4B1616,LOWW,LSZH,['1000' '0222'],2017-08-03T12:53:12Z,2017-08-03T14:12:10Z,['0xe565d0f' 341162]
0cdeb889-96f8-46f1-8e8c-4460d9ba0109,SWR65,HBJHG,A333,0x4B1880,KMIA,LSZH,['0000' '2000' '1000'],2017-08-03T06:41:27Z,2017-08-03T08:23:51Z,['0xe54d39c' 327845]
0d36deca-65ba-40fc-921a-7b8ed9a05cf0,SAS609,OYKAT,A320,0x45AC34,EKCH,LSZH,['2736'],2017-08-03T16:06:11Z,2017-08-03T17:57:45Z,['0xe56efca' 352238]
0d8f5a4b-aab6-43c6-b9e6-722c32e265db,NLY8JA,HBJOU,A321,0x4B1944,LEPA,LSZH,['3022' '5571'],2017-08-03T10:15:00Z,2017-08-03T12:59:44Z,['0xe560050' 343318]
0e2a0c0e-5b7d-4114-a6f9-51a2d59a73c7,XGO3ZH,NA,NA,0x3E3AB8,EDDM,LSZH,['1000'],2017-08-03T09:49:25Z,2017-08-03T10:30:48Z,[330757]
0eb2c443-73cd-4086-be43-88460addf078,SWR1665,HBJVG,F100,0x4B19EC,LIPZ,LSZH,['0000' '0237' '6652'],2017-08-03T17:51:44Z,2017-08-03T18:50:48Z,['0xe573ea2' 332385]
10a69988-0320-444d-897d-8b81ac6c5b20,NLY806Q,NA,NA,NA,LEPA,LSZH,['5543'],2017-08-03T13:40:45Z,2017-08-03T15:16:52Z,[352235]
125307ab-4bc8-46ed-b4c4-44e0a0606f8f,KKK2TA,TCATE,A321,0x4B8685,LTBA,LSZH,['0000' '0746' '7312' '1000'],2017-08-03T08:46:50Z,2017-08-03T11:35:14Z,['0xe55d32d' 337301]
1259937d-3989-457b-8377-361e24efe4e3,SWR1485,HBIPT,A319,0x4B16B9,LKPR,LSZH,['0000' '1000'],2017-08-03T08:30:12Z,2017-08-03T09:37:56Z,['0xe55cfae']
12f80b37-d12e-4e88-bdf0-db09183e870e,SWR147,NA,NA,0x4B1886,VIDP,LSZH,['3272'],2017-08-03T02:10:03Z,2017-08-03T04:34:04Z,[319858]
1354a53d-5af9-4080-a44c-b870e4dd3ef8,SWR136M,HBJBA,BCS1,0x4B17DE,EPKK,LSZH,['2000' '6545' '1000'],2017-08-03T12:52:48Z,2017-08-03T15:10:18Z,['0xe565d6e' 341006]
1378c829-a9f6-4bf4-9c79-b2246038345d,SWR285K,HBJVH,F100,0x4B19ED,LHBP,LSZH,['0000' '4246' '1000'],2017-08-03T12:40:10Z,2017-08-03T14:20:26Z,['0xe565549' 325773]
15a308d6-210e-42da-9a92-4abf7aad5576,SWR2511,HBIJB,A320,0x4B160B,LICP,LSZH,['4312' '0000' '1000' '1121'],2017-08-03T08:24:36Z,2017-08-03T10:06:44Z,[333158 '0xe55cdc1']
15b34639-adb6-448b-b1a5-ec9898d44ba8,NJE966B,NA,NA,0x491317,LGIR,LSZH,['2022' '7310' '1000'],2017-08-03T15:15:57Z,2017-08-03T18:19:04Z,[358259]
15fe8bf3-f50b-4f83-b498-e1b6d72ab6df,KLM1961,PHBGQ,B737,0x484CB7,EHAM,LSZH,['1000'],2017-08-03T13:41:58Z,2017-08-03T14:51:23Z,['0xe567bd6' 350699]
162dd790-44cc-4d44-9f6d-956d38de3559,T316,NA,NA,NA,LSMD,LSZH,['7522'],2017-08-03T08:33:51Z,2017-08-03T09:36:28Z,[351628]
1693e003-7a8f-45d0-953c-fb8d5a20aad6,SWR24TL,OELGR,DH8D,0x44077A,LSZA,LSZH,['0475' '1000'],2017-08-03T13:24:21Z,2017-08-03T14:03:04Z,[337917 '0xe5674ca']
16e329ec-7155-463d-bd1f-b53247ea8482,SWR171R,HBIJD,A320,0x4B160D,LIRF,LSZH,['1000'],2017-08-03T18:22:04Z,2017-08-03T19:34:48Z,['0xe57530e' 349185]
19e9fef9-d7da-480f-9a8d-1e7a8ff0ac5c,EDW403,HBIHX,A320,0x4B15ED,BKPR,LSZH,['0000' '1312' '4172' '7321' '1000'],2017-08-03T07:24:44Z,2017-08-03T09:18:46Z,['0xe55b236' 329693]
1a2a0d7e-0f3f-4d95-96b2-d4dfdf92e636,SWR1353,HBIPY,A319,0x4B16BE,EPWA,LSZH,['0000' '2207' '3531' '1000'],2017-08-03T17:53:29Z,2017-08-03T19:50:39Z,['0xe573fa9' 348922]
1ab6814c-f521-470e-a318-2c4a0e04f42f,CTN464,9ACQD,DH8D,0x501DC5,LDZA,LSZH,['0000' '2214'],2017-08-03T16:25:47Z,2017-08-03T17:47:10Z,['0xe56fecb']
1b9191a5-c866-44eb-8b60-2c46bbfbceae,BTI641,YLBBY,B733,0x502C56,EVRA,LSZH,['0000' '4377' '2220'],2017-08-03T09:14:52Z,2017-08-03T11:46:15Z,['0xe55e434' 328740 '0xe561197']
1c04f706-0905-4f02-81de-7f03e7e4983b,VLG6930,ECMBM,A320,0x344583,LIRF,LSZH,['1000'],2017-08-03T17:58:25Z,2017-08-03T19:12:27Z,['0xe5742c6' 349263]
1cfef57f-6cc0-445f-88df-362b283ddbbb,AFL2390,VPBKY,A320,0x424117,UUEE,LSZH,['0000' '1567' '2705' '6250' '6536' '3445' '1000'],2017-08-03T06:56:46Z,2017-08-03T10:27:04Z,['0xe55a633']
1da0dc53-182b-4406-bb5a-ae994f318239,SWR561,HBIJM,A320,0x4B1616,LFMN,LSZH,['0000' '1000'],2017-08-03T17:01:55Z,2017-08-03T18:07:13Z,['0xe5719ab' 347617]
1e000536-cb80-4dd0-806a-a6bc48a2043c,NLY806Q,HBJOV,A321,0x4B1945,LEPA,LSZH,['0000' '5543' '3017' '5550'],2017-08-03T13:31:48Z,2017-08-03T15:19:19Z,['0xe56799b']
1f83ccd7-c776-48a1-bdaf-d7cf7e01551f,SWR139,HBJNE,B77W,0x4B191A,VHHH,LSZH,['5150' '1523'],2017-08-03T00:04:33Z,2017-08-03T01:27:06Z,['0xe533b7b']
1fa99998-72ef-4e27-93cd-1ae031f594e4,CPA383,BKPC,B77W,0x780203,VHHH,LSZH,['0000' '5326' '6267' '2237' '2243'],2017-08-03T00:14:49Z,2017-08-03T04:35:29Z,['0xe53a715' 322912]
20593375-60cd-41be-a48b-ba2a65a17ca0,EZY49CB,GEZON,A320,0x406D93,EDDB,LSZH,['0000' '1000' '1740'],2017-08-03T06:40:22Z,2017-08-03T08:05:01Z,['0xe559fc1' 327741]
20b56ac0-6b94-48a7-9288-88f75bad594c,ETD88V,A6BLD,B789,0x896409,OMAA,LSZH,['1767'],2017-08-03T23:25:46Z,2017-08-03T23:59:58Z,['0xe57ff66']
20c144f7-4c58-415e-ae22-d65f27bbae03,SWR729,HBIOF,A321,0x4B1691,EHAM,LSZH,['1000'],2017-08-03T13:29:04Z,2017-08-03T14:48:37Z,['0xe5672d6' 341306]
20e83b9c-2446-484d-adb8-a3e7cd874007,HBFKC,HBFKC,PC6T,0x4B0E3A,LSZC,LSZH,['0000' '4270'],2017-08-03T07:41:11Z,2017-08-03T07:58:45Z,['0xe55b993']
2140e79d-eee2-46da-9910-cccee06d58ac,SWR107K,HBION,A321,0x4B1699,EDDH,LSZH,['0000' '1116' '0745' '3011' '1106' '1000'],2017-08-03T07:52:08Z,2017-08-03T09:13:20Z,['0xe55be2b' 332675]
21bd94a0-c159-4af6-822c-c5b6025a4334,SWR102B,HBJVQ,E190,0x4B19F6,EDDF,LSZH,['0000' '1000'],2017-08-03T15:42:21Z,2017-08-03T16:41:32Z,['0xe56ddb6' 329079]
22f7b246-1c53-4ea4-95aa-5af9f20f0a59,BAW14R,GBZHA,B763,0x4006C6,EGLL,LSZH,['0000' '2060'],2017-08-03T14:06:20Z,2017-08-03T15:50:40Z,['0xe569391' 343921]
237bf9e5-b1f9-4435-8d56-e7d45d0a3157,CTN756R,9ACQF,DH8D,0x501DD1,LDDU,LSZH,['6520' '0000' '1000'],2017-08-03T10:26:21Z,2017-08-03T12:25:52Z,[330839 '0xe560717']
24f6c0c5-21de-4e11-827e-b3e67751aa87,SWR1189,NA,NA,0x440778,EDDN,LSZH,['6662'],2017-08-03T08:35:46Z,2017-08-03T09:24:24Z,[330468]
25178fe8-344e-44ae-b922-3ad99fdc42ce,SWR181,HBJND,B77W,0x4B1919,VTBS,LSZH,['3650' '0744' '7361' '1000'],2017-08-03T12:38:48Z,2017-08-03T17:23:45Z,['0xe5598a1' 338804]
252aacb2-4946-4aba-bfdb-207a2a68b59a,OAW54U,HBJVE,F100,0x4B19EA,LFBD,LSZH,['1000' '0000'],2017-08-03T14:05:35Z,2017-08-03T15:23:50Z,[334226 '0xe5692ee']
25512f7d-acae-4210-ae2d-06a4994c5b18,BER5L,DABFB,A320,0x3C48C2,EDDL,LSZH,['0000' '1000' '1263'],2017-08-03T07:48:50Z,2017-08-03T08:55:33Z,['0xe55bcbd' 334957]
2713511a-4cd4-454d-8753-2df4e33be19b,SWR63J,HBJLR,A320,0x4B18F3,LFPG,LSZH,['0000' '1000' '1113'],2017-08-03T19:27:12Z,2017-08-03T20:22:05Z,['0xe577254' 350445]
276e11c3-448b-4960-bcaa-81bebeb35ac3,SWR164L,HBJVC,F100,0x4B19E8,LIMC,LSZH,['0000' '1000' '5362'],2017-08-03T09:12:26Z,2017-08-03T10:03:34Z,['0xe55e339' 321834]
27adab5d-b13c-4402-acd3-56d46510e705,OOPRM,NA,NA,0x44C24D,EHEH,LSZH,['3142'],2017-08-03T07:24:17Z,2017-08-03T08:38:32Z,[321914]
27b2166d-21f3-41f9-aa43-cb33c15c8cc5,HBFKC,HBFKC,PC6T,0x4B0E3A,LSZC,LSZH,['0000' '4270'],2017-08-03T12:33:07Z,2017-08-03T12:50:05Z,['0xe56503e']
2a4fba2b-ed52-439c-8add-85c3944d4de3,SWR63M,HBJLT,A320,0x4B18F5,LFPG,LSZH,['0000' '1000' '3067'],2017-08-03T13:45:08Z,2017-08-03T14:38:12Z,['0xe567bc6' 341771]
2b256651-ef4f-411b-a93e-3a3a3c9d2e9e,NLY5WA,HBJOW,A321,0x4B1946,LEPA,LSZH,['0000' '5576'],2017-08-03T19:15:38Z,2017-08-03T21:02:56Z,['0xe577a35' 358634]
2b4117ec-1fc1-48a9-83e6-78ec9ecd50e2,AEA1675,ECLKM,E195,0x343697,LEMD,LSZH,['0000' '5374'],2017-08-03T05:48:21Z,2017-08-03T07:50:00Z,['0xe558a08' 334887]
