VERSION;AIRPORT;ASMA_RADIUS;AC_CLASS;RUNWAY;ASMA_SECTOR;FROM_BEARING;TO_BEARING;VALID_FROM;VALID_TO;UNIMPEDED_TIME;UNIMPEDED_DIST_KM;STD_U;TF_UNIMPEDED;SATURATION_LEVEL;SAMPLE_FROM;SAMPLE_TO;SAMPLE_SIZE;DAY_TIME_START;DAY_TIME_END;TIMEZONE;CONGESTION_LIMIT
10;EDDF;40;MT;07R;2;85;150;01/01/2011;01/01/2013;15,35;116;1,78107900561497;11;14;20/01/2011;21/11/2011;290;6,5;22;1;0,5
11;EDDF;40;MT;07R;2;85;150;01/01/2013;01/01/2099;;;;8;17;15/01/2012;20/12/2012;247;6,5;22;1;0,5
11;EDDF;100;MT;07R;3;150;215;01/01/2013;01/01/2099;;;;6;32;02/02/2012;20/12/2012;25;6,5;22;1;0,5
10;EDDF;100;MT;07R;3;150;215;01/01/2011;01/01/2013;;;;0;27;30/01/2011;03/06/2011;4;6,5;22;1;0,5
10;EDDF;40;MT;07R;4;215;295;01/01/2011;01/01/2013;11,4333333333333;80;1,6496147137146;25;10;20/01/2011;20/11/2011;366;6,5;22;1;0,5
10;EDDF;100;MT;07R;4;215;295;01/01/2011;01/01/2013;;;;6;19;20/01/2011;16/11/2011;190;6,5;22;1;0,5
11;EDDF;100;MT;07R;4;215;295;01/01/2013;01/01/2099;;;;13;22;15/01/2012;21/12/2012;95;6,5;22;1;0,5
11;EDDF;40;MT;07R;4;215;295;01/01/2013;01/01/2099;11,5833333333333;79;1,14454852886097;34;11;15/01/2012;21/12/2012;304;6,5;22;1;0,5
11;EDDF;40;MT;07R;5;295;0;01/01/2013;01/01/2099;;;;0;22;01/03/2012;01/03/2012;1;6,5;22;1;0,5
10;EDDF;100;MT;07R;5;295;0;01/01/2011;01/01/2013;;;;0;22;20/01/2011;30/09/2011;35;6,5;22;1;0,5
11;EDDF;100;MT;07R;5;295;0;01/01/2013;01/01/2099;;;;0;39;01/03/2012;01/03/2012;1;6,5;22;1;0,5
10;EDDF;40;MT;07R;5;295;0;01/01/2011;01/01/2013;;;;3;13;20/01/2011;30/09/2011;42;6,5;22;1;0,5
11;EDDF;100;MT;25C;1;0;85;01/01/2013;01/01/2099;;;;0;24;01/05/2012;25/09/2012;8;6,5;22;1;0,5
11;EDDF;40;MT;25C;1;0;85;01/01/2013;01/01/2099;;;;0;11;01/05/2012;25/09/2012;8;6,5;22;1;0,5
10;EDDF;40;MT;25C;1;0;85;01/01/2011;01/01/2013;;;;9;9;30/06/2011;21/10/2011;157;6,5;22;1;0,5
10;EDDF;100;MT;25C;1;0;85;01/01/2011;01/01/2013;;;;8;21;30/06/2011;21/10/2011;157;6,5;22;1;0,5
11;EDDF;40;MT;25C;2;85;150;01/01/2013;01/01/2099;;;;1;12;10/01/2012;31/12/2012;70;6,5;22;1;0,5
10;EDDF;40;MT;25C;2;85;150;01/01/2011;01/01/2013;;;;4;10;30/06/2011;20/12/2011;129;6,5;22;1;0,5
11;EDDF;100;MT;25C;2;85;150;01/01/2013;01/01/2099;;;;1;23;10/01/2012;26/12/2012;68;6,5;22;1;0,5
10;EDDF;100;MT;25C;2;85;150;01/01/2011;01/01/2013;;;;1;19;30/06/2011;20/12/2011;125;6,5;22;1;0,5
10;EDDF;40;MT;25C;3;150;215;01/01/2011;01/01/2013;;;;0;18;05/08/2011;05/08/2011;1;6,5;22;1;0,5
10;EDDF;100;MT;25C;3;150;215;01/01/2011;01/01/2013;;;;0;30;01/07/2011;05/08/2011;2;6,5;22;1;0,5
11;EDDF;100;MT;25C;3;150;215;01/01/2013;01/01/2099;;;;1;27;30/12/2012;31/12/2012;2;6,5;22;1;0,5
10;EDDF;100;MT;25C;4;215;295;01/01/2011;01/01/2013;;;;2;25;30/06/2011;09/11/2011;87;6,5;22;1;0,5
11;EDDF;40;MT;25C;4;215;295;01/01/2013;01/01/2099;;;;1;18;20/01/2012;24/12/2012;46;6,5;22;1;0,5
11;EDDF;100;MT;25C;4;215;295;01/01/2013;01/01/2099;;;;0;38;06/03/2012;22/11/2012;31;6,5;22;1;0,5
10;EDDF;40;MT;25C;4;215;295;01/01/2011;01/01/2013;;;;4;15;30/06/2011;09/11/2011;168;6,5;22;1;0,5
10;EDDF;40;MT;25C;5;295;0;01/01/2011;01/01/2013;;;;1;17;07/07/2011;23/09/2011;20;6,5;22;1;0,5
10;EDDF;100;MT;25C;5;295;0;01/01/2011;01/01/2013;;;;0;27;07/07/2011;18/09/2011;4;6,5;22;1;0,5
10;EDDF;100;MT;25L;1;0;85;01/01/2011;01/01/2013;25,0333333333333;189;2,12722102851411;45;21;01/01/2011;31/12/2011;764;6,5;22;1;0,5
10;EDDF;40;MT;25L;1;0;85;01/01/2011;01/01/2013;12,0166666666667;76;1,18995892303148;91;10;01/01/2011;31/12/2011;764;6,5;22;1;0,5
11;EDDF;100;MT;25L;1;0;85;01/01/2013;01/01/2099;24,45;190;2,468839440826;61;23;01/01/2012;30/12/2012;384;6,5;22;1;0,5
11;EDDF;40;MT;25L;1;0;85;01/01/2013;01/01/2099;11,7666666666667;76;1,04374317534393;79;11;01/01/2012;30/12/2012;383;6,5;22;1;0,5
10;EDDF;100;MT;25L;2;85;150;01/01/2011;01/01/2013;23,05;196;1,28933660806203;11;20;01/01/2011;31/12/2011;733;6,5;22;1;0,5
11;EDDF;40;MT;25L;2;85;150;01/01/2013;01/01/2099;13,3666666666667;91,5;1,98601337793482;70;12;01/01/2012;31/12/2012;923;6,5;22;1;0,5
11;EDDF;100;MT;25L;2;85;150;01/01/2013;01/01/2099;;;;10;23;01/01/2012;31/12/2012;817;6,5;22;1;0,5
10;EDDF;40;MT;25L;2;85;150;01/01/2011;01/01/2013;11,8166666666667;83;1,37006006961602;28;11;01/01/2011;31/12/2011;758;6,5;22;1;0,5
10;EDDF;40;MT;25L;3;150;215;01/01/2011;01/01/2013;;;;0;19;15/07/2011;15/07/2011;1;6,5;22;1;0,5
11;EDDF;100;MT;25L;3;150;215;01/01/2013;01/01/2099;30,6916666666667;229,5;2,07194242253467;30;28;22/04/2012;31/12/2012;104;6,5;22;1;0,5
10;EDDF;100;MT;25L;3;150;215;01/01/2011;01/01/2013;;;;0;23;10/01/2011;27/12/2011;20;6,5;22;1;0,5
10;EDDF;40;MT;25L;4;215;295;01/01/2011;01/01/2013;18,6666666666667;131;2,09222546763187;49;16;01/01/2011;31/12/2011;931;6,5;22;1;0,5
10;EDDF;100;MT;25L;4;215;295;01/01/2011;01/01/2013;29,2;247;9,21108602826539;15;25;03/01/2011;30/12/2011;466;6,5;22;1;0,5
11;EDDF;100;MT;25L;4;215;295;01/01/2013;01/01/2099;28,3916666666667;243,5;2,11534139583782;30;28;04/01/2012;29/12/2012;327;6,5;22;1;0,5
11;EDDF;40;MT;25L;4;215;295;01/01/2013;01/01/2099;18,0916666666667;128;1,90406532700855;102;18;01/01/2012;31/12/2012;1054;6,5;22;1;0,5
10;EDDF;40;MT;25L;5;295;0;01/01/2011;01/01/2013;;;;3;15;02/01/2011;24/11/2011;91;6,5;22;1;0,5
10;EDDF;100;MT;25L;5;295;0;01/01/2011;01/01/2013;;;;3;23;02/01/2011;23/09/2011;62;6,5;22;1;0,5
11;EDDF;40;MT;25L;5;295;0;01/01/2013;01/01/2099;;;;0;21;30/03/2012;17/10/2012;2;6,5;22;1;0,5
11;EDDF;100;MT;25L;5;295;0;01/01/2013;01/01/2099;;;;0;29;30/03/2012;30/03/2012;1;6,5;22;1;0,5
10;EDDF;40;MT;25R;1;0;85;01/01/2011;01/01/2013;12,2;77;1,60916426607078;57;10;02/01/2011;30/12/2011;387;6,5;22;1;0,5
10;EDDF;100;MT;25R;1;0;85;01/01/2011;01/01/2013;24,9;192;2,28848295549058;37;21;02/01/2011;30/12/2011;387;6,5;22;1;0,5
11;EDDF;100;MT;25R;1;0;85;01/01/2013;01/01/2099;24,7833333333333;195;2,70263616479212;78;23;01/01/2012;30/12/2012;626;6,5;22;1;0,5
11;EDDF;40;MT;25R;1;0;85;01/01/2013;01/01/2099;12,25;82;1,05169780560686;105;11;01/01/2012;30/12/2012;627;6,5;22;1;0,5
10;EDDF;40;MT;25R;2;85;150;01/01/2011;01/01/2013;13,425;89;0,882813836185336;12;11;01/01/2011;30/12/2011;222;6,5;22;1;0,5
11;EDDF;40;MT;25R;2;85;150;01/01/2013;01/01/2099;;;;17;13;01/01/2012;31/12/2012;278;6,5;22;1;0,5
10;EDDF;100;MT;25R;2;85;150;01/01/2011;01/01/2013;;;;5;21;01/01/2011;30/12/2011;222;6,5;22;1;0,5
11;EDDF;100;MT;25R;2;85;150;01/01/2013;01/01/2099;;;;6;23;01/01/2012;31/12/2012;245;6,5;22;1;0,5
11;EDDF;100;MT;25R;3;150;215;01/01/2013;01/01/2099;;;;6;28;20/04/2012;27/12/2012;34;6,5;22;1;0,5
11;EDDF;40;MT;25R;4;215;295;01/01/2013;01/01/2099;;;;19;18;01/01/2012;28/12/2012;176;6,5;22;1;0,5
10;EDDF;100;MT;25R;4;215;295;01/01/2011;01/01/2013;;;;8;25;02/01/2011;30/12/2011;200;6,5;22;1;0,5
10;EDDF;40;MT;25R;4;215;295;01/01/2011;01/01/2013;17,7833333333333;128;2,78257712377132;21;16;01/01/2011;30/12/2011;409;6,5;22;1;0,5
11;EDDF;100;MT;25R;4;215;295;01/01/2013;01/01/2099;;;;10;27;02/01/2012;21/12/2012;57;6,5;22;1;0,5
10;EDDF;40;MT;25R;5;295;0;01/01/2011;01/01/2013;;;;3;16;06/01/2011;22/06/2011;36;6,5;22;1;0,5
10;EDDF;100;MT;25R;5;295;0;01/01/2011;01/01/2013;;;;0;23;12/01/2011;26/05/2011;17;6,5;22;1;0,5
10;EDDG;40;H;25;2;150;260;01/01/2017;01/07/2018;;;;3;3;07/03/2017;22/04/2017;3;6,5;22;1;0,5
10;EDDG;100;H;25;3;185;250;01/01/2017;01/07/2018;;;;3;6;07/03/2017;22/04/2017;3;6,5;22;1;0,5
11;EDDG;40;HEL;07;2;150;260;01/07/2018;01/01/2099;;;;1;5;22/05/2018;22/05/2018;1;6,5;22;1;0,5
10;EDDG;40;HEL;25;2;150;260;01/01/2017;01/07/2018;;;;0;7;08/12/2016;08/12/2016;1;6,5;22;1;0,5
10;EDDG;100;HEL;25;3;185;250;01/01/2017;01/07/2018;;;;0;14;08/12/2016;08/12/2016;1;6,5;22;1;0,5
10;EDDG;40;LJ;07;1;60;150;01/01/2017;01/07/2018;;;;6;4;24/11/2016;19/04/2017;9;6,5;22;1;0,5
11;EDDG;40;LJ;07;1;60;150;01/07/2018;01/01/2099;15,5333333333333;119;2,88511353423082;23;4;16/08/2017;28/06/2018;26;6,5;22;1;0,5
10;EDDG;100;LJ;07;1;0;115;01/01/2017;01/07/2018;;;;10;6;24/11/2016;19/04/2017;13;6,5;22;1;0,5
11;EDDG;100;LJ;07;1;0;115;01/07/2018;01/01/2099;24,6083333333333;229,5;2,79172679640167;30;6;16/08/2017;28/06/2018;34;6,5;22;1;0,5
10;EDDG;100;LJ;07;2;115;185;01/01/2017;01/07/2018;22,9916666666667;209,5;2,23450334918503;28;6;07/11/2016;19/04/2017;36;6,5;22;1;0,5
10;EDDG;40;LJ;07;2;150;260;01/01/2017;01/07/2018;12,8583333333333;94,5;1,30672870494582;38;3;07/11/2016;29/04/2017;51;6,5;22;1;0,5
11;EDDG;40;LJ;07;2;150;260;01/07/2018;01/01/2099;13,05;95;3,10389733226431;51;3;05/07/2017;29/06/2018;78;6,5;22;1;0,5
11;EDDG;100;LJ;07;2;115;185;01/07/2018;01/01/2099;23,45;210;3,85048428303607;49;6;05/07/2017;29/06/2018;61;6,5;22;1;0,5
11;EDDG;40;LJ;07;3;260;330;01/07/2018;01/01/2099;;;;5;3;21/08/2017;24/05/2018;9;6,5;22;1;0,5
10;EDDG;40;LJ;07;3;260;330;01/01/2017;01/07/2018;;;;1;3;13/11/2016;09/02/2017;2;6,5;22;1;0,5
10;EDDG;100;LJ;07;3;185;250;01/01/2017;01/07/2018;;;;13;6;09/11/2016;29/04/2017;15;6,5;22;1;0,5
11;EDDG;100;LJ;07;3;185;250;01/07/2018;01/01/2099;;;;15;6;05/07/2017;08/06/2018;18;6,5;22;1;0,5
11;EDDG;40;LJ;07;4;330;60;01/07/2018;01/01/2099;;;;8;3;20/07/2017;03/06/2018;10;6,5;22;1;0,5
10;EDDG;40;LJ;07;4;330;60;01/01/2017;01/07/2018;;;;4;3;25/11/2016;11/02/2017;5;6,5;22;1;0,5
10;EDDG;100;LJ;07;4;250;0;01/01/2017;01/07/2018;;;;1;5;13/11/2016;13/04/2017;3;6,5;22;1;0,5
11;EDDG;100;LJ;07;4;250;0;01/07/2018;01/01/2099;;;;4;5;21/08/2017;24/05/2018;9;6,5;22;1;0,5
11;EDDG;40;LJ;25;1;60;150;01/07/2018;01/01/2099;12,8083333333333;91;1,7103669754754;100;3;04/07/2017;25/06/2018;121;6,5;22;1;0,5
10;EDDG;100;LJ;25;1;0;115;01/01/2017;01/07/2018;22,9166666666667;189;2,95349738875741;21;6;04/11/2016;25/04/2017;24;6,5;22;1;0,5
11;EDDG;100;LJ;25;1;0;115;01/07/2018;01/01/2099;22,8166666666667;191;2,32878859717019;49;5;05/07/2017;25/06/2018;66;6,5;22;1;0,5
10;EDDG;40;LJ;25;1;60;150;01/01/2017;01/07/2018;13,2166666666667;92;1,49231750540493;34;3;04/11/2016;29/04/2017;43;6,5;22;1;0,5
10;EDDG;100;LJ;25;2;115;185;01/01/2017;01/07/2018;24,55;209;2,56935033698743;43;6;03/11/2016;29/04/2017;49;6,5;22;1;0,5
11;EDDG;40;LJ;25;2;150;260;01/07/2018;01/01/2099;14,5583333333333;108,5;2,17786348867072;86;4;07/07/2017;24/06/2018;110;6,5;22;1;0,5
11;EDDG;100;LJ;25;2;115;185;01/07/2018;01/01/2099;23,975;209;2,53926439402567;104;6;04/07/2017;22/06/2018;123;6,5;22;1;0,5
10;EDDG;40;LJ;25;2;150;260;01/01/2017;01/07/2018;14,5833333333333;104;2,49976850780079;37;4;03/11/2016;28/04/2017;41;6,5;22;1;0,5
11;EDDG;40;LJ;25;3;260;330;01/07/2018;01/01/2099;;;;14;3;26/07/2017;20/06/2018;19;6,5;22;1;0,5
10;EDDG;40;LJ;25;3;260;330;01/01/2017;01/07/2018;;;;7;4;10/11/2016;27/04/2017;7;6,5;22;1;0,5
10;EDDG;100;LJ;25;3;185;250;01/01/2017;01/07/2018;;;;18;6;07/11/2016;28/04/2017;20;6,5;22;1;0,5
11;EDDG;100;LJ;25;3;185;250;01/07/2018;01/01/2099;25,3833333333333;228;3,06507783665387;49;6;07/07/2017;24/06/2018;63;6,5;22;1;0,5
10;EDDG;100;LJ;25;4;250;0;01/01/2017;01/07/2018;;;;7;7;10/11/2016;27/04/2017;7;6,5;22;1;0,5
10;EDDG;40;LJ;25;4;330;60;01/01/2017;01/07/2018;;;;8;3;19/11/2016;26/02/2017;9;6,5;22;1;0,5
11;EDDG;40;LJ;25;4;330;60;01/07/2018;01/01/2099;;;;16;3;06/07/2017;08/06/2018;22;6,5;22;1;0,5
11;EDDG;100;LJ;25;4;250;0;01/07/2018;01/01/2099;;;;14;5;26/07/2017;20/06/2018;20;6,5;22;1;0,5
11;EDDG;40;LJ;NA;2;150;260;01/07/2018;01/01/2099;;;;0;3;21/05/2018;21/05/2018;1;6,5;22;1;0,5
11;EDDG;100;LJ;NA;3;185;250;01/07/2018;01/01/2099;;;;0;6;21/05/2018;21/05/2018;1;6,5;22;1;0,5
10;EDDG;40;LP;07;1;60;150;01/01/2017;01/07/2018;;;;3;6;24/11/2016;19/04/2017;3;6,5;22;1;0,5
10;EDDG;100;LP;07;1;0;115;01/01/2017;01/07/2018;;;;7;11;10/11/2016;19/04/2017;9;6,5;22;1;0,5
11;EDDG;40;LP;07;1;60;150;01/07/2018;01/01/2099;;;;15;4;06/07/2017;03/06/2018;19;6,5;22;1;0,5
11;EDDG;100;LP;07;1;0;115;01/07/2018;01/01/2099;42,0666666666667;232;11,701765739775;21;9;06/07/2017;03/06/2018;26;6,5;22;1;0,5
10;EDDG;40;LP;07;2;150;260;01/01/2017;01/07/2018;18,2916666666667;96;2,86426233399609;26;4;09/11/2016;09/04/2017;30;6,5;22;1;0,5
11;EDDG;40;LP;07;2;150;260;01/07/2018;01/01/2099;18,65;94;3,54568696550438;31;4;09/07/2017;26/06/2018;38;6,5;22;1;0,5
10;EDDG;100;LP;07;2;115;185;01/01/2017;01/07/2018;;;;19;8;09/11/2016;09/04/2017;21;6,5;22;1;0,5
11;EDDG;100;LP;07;2;115;185;01/07/2018;01/01/2099;38,95;212;6,65810336057672;23;9;09/07/2017;26/06/2018;29;6,5;22;1;0,5
10;EDDG;40;LP;07;3;260;330;01/01/2017;01/07/2018;;;;2;4;07/02/2017;08/02/2017;2;6,5;22;1;0,5
10;EDDG;100;LP;07;3;185;250;01/01/2017;01/07/2018;;;;3;8;24/11/2016;26/03/2017;7;6,5;22;1;0,5
11;EDDG;40;LP;07;3;260;330;01/07/2018;01/01/2099;;;;6;5;24/07/2017;28/06/2018;8;6,5;22;1;0,5
11;EDDG;100;LP;07;3;185;250;01/07/2018;01/01/2099;;;;6;9;09/07/2017;04/06/2018;8;6,5;22;1;0,5
11;EDDG;40;LP;07;4;330;60;01/07/2018;01/01/2099;;;;9;5;10/07/2017;23/05/2018;11;6,5;22;1;0,5
11;EDDG;100;LP;07;4;250;0;01/07/2018;01/01/2099;;;;8;10;24/07/2017;28/06/2018;11;6,5;22;1;0,5
10;EDDG;100;LP;07;4;250;0;01/01/2017;01/07/2018;;;;3;9;24/11/2016;14/02/2017;4;6,5;22;1;0,5
10;EDDG;40;LP;07;4;330;60;01/01/2017;01/07/2018;;;;6;6;10/11/2016;24/03/2017;7;6,5;22;1;0,5
11;EDDG;40;LP;25;1;60;150;01/07/2018;01/01/2099;17,75;87,5;2,99386246925026;72;4;01/07/2017;21/06/2018;85;6,5;22;1;0,5
10;EDDG;40;LP;25;1;60;150;01/01/2017;01/07/2018;18,45;87;12,7006063661833;37;4;01/11/2016;27/04/2017;46;6,5;22;1;0,5
11;EDDG;100;LP;25;1;0;115;01/07/2018;01/01/2099;39,425;190;8,90513469736161;44;8;02/07/2017;22/06/2018;54;6,5;22;1;0,5
10;EDDG;100;LP;25;1;0;115;01/01/2017;01/07/2018;;;;19;9;06/11/2016;26/04/2017;26;6,5;22;1;0,5
10;EDDG;40;LP;25;2;150;260;01/01/2017;01/07/2018;;;;19;5;22/11/2016;28/04/2017;23;6,5;22;1;0,5
10;EDDG;100;LP;25;2;115;185;01/01/2017;01/07/2018;42,0833333333333;208;8,65883521903653;27;9;01/11/2016;28/04/2017;37;6,5;22;1;0,5
11;EDDG;100;LP;25;2;115;185;01/07/2018;01/01/2099;36,65;208;8,59608035385366;61;8;01/07/2017;14/06/2018;77;6,5;22;1;0,5
11;EDDG;40;LP;25;2;150;260;01/07/2018;01/01/2099;20,4916666666667;107,5;4,83775336461733;44;4;01/07/2017;25/06/2018;59;6,5;22;1;0,5
10;EDDG;40;LP;25;3;260;330;01/01/2017;01/07/2018;;;;2;7;13/12/2016;04/03/2017;3;6,5;22;1;0,5
11;EDDG;100;LP;25;3;185;250;01/07/2018;01/01/2099;39,5;229;10,1161549753178;27;8;01/07/2017;19/06/2018;32;6,5;22;1;0,5
10;EDDG;100;LP;25;3;185;250;01/01/2017;01/07/2018;;;;5;12;22/11/2016;27/04/2017;7;6,5;22;1;0,5
11;EDDG;40;LP;25;3;260;330;01/07/2018;01/01/2099;;;;10;5;07/07/2017;20/06/2018;12;6,5;22;1;0,5
10;EDDG;100;LP;25;4;250;0;01/01/2017;01/07/2018;;;;3;13;09/12/2016;10/03/2017;5;6,5;22;1;0,5
11;EDDG;100;LP;25;4;250;0;01/07/2018;01/01/2099;;;;13;10;07/07/2017;25/06/2018;17;6,5;22;1;0,5
11;EDDG;40;LP;25;4;330;60;01/07/2018;01/01/2099;;;;19;4;02/07/2017;22/06/2018;25;6,5;22;1;0,5
10;EDDG;40;LP;25;4;330;60;01/01/2017;01/07/2018;;;;5;3;06/11/2016;17/04/2017;8;6,5;22;1;0,5
10;EDDG;100;LT;07;1;0;115;01/01/2017;01/07/2018;;;;9;7;22/11/2016;19/04/2017;11;6,5;22;1;0,5
10;EDDG;40;LT;07;1;60;150;01/01/2017;01/07/2018;;;;8;3;09/11/2016;19/04/2017;13;6,5;22;1;0,5
11;EDDG;100;LT;07;1;0;115;01/07/2018;01/01/2099;28,3083333333333;213,5;5,00524523586762;24;7;19/07/2017;26/06/2018;35;6,5;22;1;0,5
11;EDDG;40;LT;07;1;60;150;01/07/2018;01/01/2099;;;;15;3;19/07/2017;26/06/2018;23;6,5;22;1;0,5
11;EDDG;40;LT;07;2;150;260;01/07/2018;01/01/2099;13,8666666666667;93;1,94220283002456;49;3;05/07/2017;28/06/2018;65;6,5;22;1;0,5
11;EDDG;100;LT;07;2;115;185;01/07/2018;01/01/2099;28,05;209;2,95420068604092;34;7;19/07/2017;27/06/2018;45;6,5;22;1;0,5
10;EDDG;40;LT;07;2;150;260;01/01/2017;01/07/2018;14,1166666666667;95;2,07769729950637;26;3;08/11/2016;09/04/2017;40;6,5;22;1;0,5
10;EDDG;100;LT;07;2;115;185;01/01/2017;01/07/2018;29,2666666666667;209;2,12629356830715;21;7;08/11/2016;09/04/2017;29;6,5;22;1;0,5
11;EDDG;100;LT;07;3;185;250;01/07/2018;01/01/2099;;;;15;6;06/07/2017;05/06/2018;19;6,5;22;1;0,5
10;EDDG;100;LT;07;3;185;250;01/01/2017;01/07/2018;;;;10;6;08/11/2016;04/04/2017;15;6,5;22;1;0,5
11;EDDG;40;LT;07;3;260;330;01/07/2018;01/01/2099;;;;3;3;15/08/2017;27/06/2018;6;6,5;22;1;0,5
10;EDDG;40;LT;07;3;260;330;01/01/2017;01/07/2018;;;;7;3;09/11/2016;03/03/2017;9;6,5;22;1;0,5
10;EDDG;40;LT;07;4;330;60;01/01/2017;01/07/2018;;;;2;5;13/02/2017;12/03/2017;2;6,5;22;1;0,5
11;EDDG;40;LT;07;4;330;60;01/07/2018;01/01/2099;;;;7;3;14/08/2017;05/06/2018;16;6,5;22;1;0,5
10;EDDG;100;LT;07;4;250;0;01/01/2017;01/07/2018;;;;7;6;09/11/2016;03/03/2017;9;6,5;22;1;0,5
11;EDDG;100;LT;07;4;250;0;01/07/2018;01/01/2099;;;;4;6;15/08/2017;28/06/2018;7;6,5;22;1;0,5
11;EDDG;100;LT;25;1;0;115;01/07/2018;01/01/2099;28,05;190;1,84838859659986;45;7;11/07/2017;24/04/2018;60;6,5;22;1;0,5
10;EDDG;40;LT;25;1;60;150;01/01/2017;01/07/2018;13,5833333333333;78;3,06871929161373;38;3;02/11/2016;27/04/2017;53;6,5;22;1;0,5
10;EDDG;100;LT;25;1;0;115;01/01/2017;01/07/2018;28,2666666666667;192;3,99012340741453;33;7;01/11/2016;20/04/2017;39;6,5;22;1;0,5
11;EDDG;40;LT;25;1;60;150;01/07/2018;01/01/2099;13,9833333333333;89;1,97748379072763;95;3;03/07/2017;21/06/2018;122;6,5;22;1;0,5
10;EDDG;40;LT;25;2;150;260;01/01/2017;01/07/2018;15,6833333333333;97;3,4102698883611;23;3;08/11/2016;28/04/2017;28;6,5;22;1;0,5
11;EDDG;40;LT;25;2;150;260;01/07/2018;01/01/2099;16,0833333333333;111;3,85082186253622;57;4;01/07/2017;18/06/2018;67;6,5;22;1;0,5
10;EDDG;100;LT;25;2;115;185;01/01/2017;01/07/2018;30,075;208;3,77407909990804;30;7;04/11/2016;28/04/2017;38;6,5;22;1;0,5
11;EDDG;100;LT;25;2;115;185;01/07/2018;01/01/2099;29,3083333333333;208;2,47149525103025;72;7;03/07/2017;21/06/2018;91;6,5;22;1;0,5
11;EDDG;100;LT;25;3;185;250;01/07/2018;01/01/2099;29,5416666666667;227;5,06981599904876;34;7;01/07/2017;13/06/2018;43;6,5;22;1;0,5
10;EDDG;40;LT;25;3;260;330;01/01/2017;01/07/2018;;;;4;3;16/11/2016;03/02/2017;5;6,5;22;1;0,5
10;EDDG;100;LT;25;3;185;250;01/01/2017;01/07/2018;;;;10;6;18/11/2016;14/04/2017;13;6,5;22;1;0,5
11;EDDG;40;LT;25;3;260;330;01/07/2018;01/01/2099;;;;6;3;13/07/2017;27/04/2018;11;6,5;22;1;0,5
10;EDDG;100;LT;25;4;250;0;01/01/2017;01/07/2018;;;;5;7;16/11/2016;03/02/2017;5;6,5;22;1;0,5
11;EDDG;100;LT;25;4;250;0;01/07/2018;01/01/2099;;;;8;7;13/07/2017;27/04/2018;12;6,5;22;1;0,5
11;EDDG;40;LT;25;4;330;60;01/07/2018;01/01/2099;;;;9;3;06/08/2017;24/03/2018;12;6,5;22;1;0,5
10;EDDG;40;LT;25;4;330;60;01/01/2017;01/07/2018;;;;9;3;01/11/2016;11/04/2017;13;6,5;22;1;0,5
11;EDDG;100;MJ;07;1;0;115;01/07/2018;01/01/2099;24,9583333333333;234;2,19040401960912;56;6;04/07/2017;29/06/2018;159;6,5;22;1;0,5
10;EDDG;100;MJ;07;1;0;115;01/01/2017;01/07/2018;;;;19;6;07/11/2016;29/04/2017;27;6,5;22;1;0,5
11;EDDG;40;MJ;07;1;60;150;01/07/2018;01/01/2099;15,5916666666667;121,5;2,35097562339902;68;4;04/07/2017;29/06/2018;177;6,5;22;1;0,5
10;EDDG;40;MJ;07;1;60;150;01/01/2017;01/07/2018;;;;19;4;07/11/2016;29/04/2017;28;6,5;22;1;0,5
11;EDDG;40;MJ;07;2;150;260;01/07/2018;01/01/2099;12,4166666666667;95;1,33543147236275;845;3;04/07/2017;30/06/2018;1421;6,5;22;1;0,5
10;EDDG;100;MJ;07;2;115;185;01/01/2017;01/07/2018;22,575;210;1,66774825771597;346;6;07/11/2016;29/04/2017;442;6,5;22;1;0,5
10;EDDG;40;MJ;07;2;150;260;01/01/2017;01/07/2018;12,6666666666667;95;1,03704636951467;354;3;07/11/2016;29/04/2017;531;6,5;22;1;0,5
11;EDDG;100;MJ;07;2;115;185;01/07/2018;01/01/2099;22,1666666666667;210;1,56169364141903;726;6;04/07/2017;29/06/2018;1029;6,5;22;1;0,5
10;EDDG;100;MJ;07;3;185;250;01/01/2017;01/07/2018;21,675;197;1,75125794226375;40;5;07/11/2016;29/04/2017;93;6,5;22;1;0,5
11;EDDG;40;MJ;07;3;260;330;01/07/2018;01/01/2099;;;;11;3;10/07/2017;28/06/2018;15;6,5;22;1;0,5
10;EDDG;40;MJ;07;3;260;330;01/01/2017;01/07/2018;;;;4;3;24/11/2016;23/03/2017;5;6,5;22;1;0,5
11;EDDG;100;MJ;07;3;185;250;01/07/2018;01/01/2099;20,7166666666667;196;2,03767497496115;198;5;04/07/2017;30/06/2018;416;6,5;22;1;0,5
10;EDDG;100;MJ;07;4;250;0;01/01/2017;01/07/2018;;;;3;5;24/11/2016;23/03/2017;5;6,5;22;1;0,5
11;EDDG;40;MJ;07;4;330;60;01/07/2018;01/01/2099;;;;4;4;19/07/2017;28/05/2018;7;6,5;22;1;0,5
11;EDDG;100;MJ;07;4;250;0;01/07/2018;01/01/2099;;;;11;5;10/07/2017;28/06/2018;16;6,5;22;1;0,5
10;EDDG;40;MJ;07;4;330;60;01/01/2017;01/07/2018;;;;2;4;13/11/2016;23/03/2017;4;6,5;22;1;0,5
11;EDDG;40;MJ;25;1;60;150;01/07/2018;01/01/2099;12,5333333333333;92;1,80533285509902;922;3;01/07/2017;29/06/2018;1576;6,5;22;1;0,5
