flight_id,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades,ssr_codes,period_start,period_finish,source_ids
011d706f-3416-4a65-ab8f-a7f19ebbd960,RYR10FJ,EIDLJ,B738,0x4CA2D6,LEIB,EIDW,['1041'],2017-08-08T12:53:29Z,2017-08-08T15:17:28Z,[511480 '0xe666e00']
02fbac4b-723a-449a-a156-17267bd3c03c,RYR3MR,EIFOE,B738,0x4CA5EA,EGGD,EIDW,['0000' '7673'],2017-08-08T07:14:34Z,2017-08-08T07:59:12Z,['0xe65c2e7' 510806]
041c2aab-4bdc-42d3-8e25-641a4658ef92,CFE95E,NA,NA,0x40609A,EGLC,EIDW,['0205' '7721'],2017-08-08T12:50:23Z,2017-08-08T13:42:17Z,[512322]
042f532a-e00c-4802-a109-9e4686f3bf8e,BCY105,EIRJC,RJ85,0x4CA62B,EGLC,EIDW,['0000' '4454' '6752'],2017-08-08T08:23:10Z,2017-08-08T09:35:10Z,['0xe65e047' 490379]
043d2f0a-2ca4-4c62-9622-72f974bbe613,STK59L,EIFSL,AT76,0x4CA6B2,EGNM,EIDW,['0000' '4431'],2017-08-08T18:07:00Z,2017-08-08T19:09:05Z,['0xe675369' 502661]
04b7639b-8269-4455-90bb-7204db3e20ce,EIN23R,EIDVL,A320,0x4CA935,EGKK,EIDW,['0000' '4230'],2017-08-08T10:38:17Z,2017-08-08T11:53:37Z,['0xe661ef0' 506350]
06304fcb-e65c-42ba-bf9b-f61e98098315,CFE95E,GLCYD,E170,0x40609A,EGLC,EIDW,['0205' '7721'],2017-08-08T12:55:03Z,2017-08-08T13:38:10Z,['0xe666c97']
071e8e69-4292-4e62-b232-82325e0b2995,ETH504,NA,NA,0x040087,HAAB,EIDW,['3325' '2065' '2704'],2017-08-08T00:21:37Z,2017-08-08T04:20:37Z,[499986]
0857865d-dc72-43ca-a558-b975c8d5ed13,EIN24K,EIDVN,A320,0x4CA947,EGKK,EIDW,['7643'],2017-08-08T22:04:01Z,2017-08-08T23:09:48Z,['0xe67f4be' 517895]
08c6b92f-4974-4f91-b6b1-bacb412d36e3,EIN20LR,EIDVI,A320,0x4CA6C4,EGCC,EIDW,['0000' '7771'],2017-08-08T15:07:29Z,2017-08-08T15:58:03Z,['0xe66cc80' 516100]
09a8c427-485e-4267-9791-0eab72a548df,DLH3XN,DAIDX,A321,0x3C6498,EDDM,EIDW,['6657' '1000' '2050' '6656'],2017-08-08T06:43:28Z,2017-08-08T08:51:42Z,['0xe65b1d5' 499437]
0ad5ce65-01f1-46c1-9e5a-1e52785bfe93,BEE74U,GPRPO,DH8D,0x4072B7,EGFF,EIDW,['6307'],2017-08-08T18:16:13Z,2017-08-08T18:47:46Z,['0xe6759ba']
0b13d685-194e-42a3-9ca0-40cf50b2dcb5,STK31Q,EIFSL,AT76,0x4CA6B2,EGDG,EIDW,['0000' '1741' '3773' '6235'],2017-08-08T09:33:51Z,2017-08-08T10:41:29Z,['0xe65fffd' 493226]
