flight_id,timestamp,longitude,latitude,altitude,distance_flown,distance_arp,sequence_number,type,holding_id,bearing,quadrant,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades
c0f962ea-f133-41a5-b40f-53534227b170,2017-08-06T03:22:10Z,0.5964778432219591,51.49126092204688,11920.890025586803,2053.952167845605,39.684324552607286,1,P40,NA,269.2202513307356,III,BAW16,NA,NA,0x406590,WSSS,EGLL
63b6f352-4e1b-4488-b1f0-ba41251581bc,2017-08-06T03:24:14Z,0.5957971609623532,51.47979255066822,11687.823630211862,1353.72884746179,39.65539554471442,1,P40,NA,270.21456015867267,IV,BAW32,NA,NA,0x406A04,VHHH,EGLL
feb13467-9e5c-4020-b89f-47d8e5fa67ef,2017-08-06T03:37:17Z,0.553144203499002,51.66695455380157,9769.646212207845,1297.808863594729,39.6459709839401,1,P40,NA,253.71481510215267,III,VIR207,NA,NA,0x407131,VHHH,EGLL
95739df0-a1f7-49ec-84da-34bb51ef03f6,2017-08-06T03:46:32Z,-0.7578334548913307,50.8434993619058,14997.548037568677,1098.5072686586548,39.697505159068385,1,P40,NA,16.271637900579094,I,BAW74,GVIIM,B772,0x400685,DNMM,EGLL
63692fd5-22f4-4d15-8049-931715f74905,2017-08-06T03:48:44Z,0.5877826532320335,51.59495645523509,9894.010644309448,1348.7008421427795,39.93325898491976,1,P40,NA,260.23355713540883,III,BAW28,NA,NA,0x4065DE,VHHH,EGLL
063e27a9-2d25-4208-bf09-595f6a2be48c,2017-08-06T03:57:56Z,0.5946721865302358,51.547398818440854,11484.362589778102,1401.8318881097737,39.8057585434351,1,P40,NA,264.3580774228741,III,BAW34,NA,NA,0x406D79,WMKK,EGLL
e386a45f-472c-4720-9926-9861b0cb8815,2017-08-06T04:01:41Z,0.59731463899033,51.48022961716625,9943.142547701906,1397.803123258631,39.712227910368455,1,P40,NA,270.17755887672723,IV,MAS2,NA,NA,0x750292,WMKK,EGLL
2d562587-8dac-4751-9f7e-9b148e26cf48,2017-08-06T04:05:20Z,-1.1252012681404202,51.99774078447921,14609.259277357873,565.5284339641588,39.874392725580165,1,P40,NA,141.350192058353,II,UAL958,N659UA,B763,0xA8AFEC,KORD,EGLL
f94e085a-f8df-4916-9070-f1c957f4cc4d,2017-08-06T04:18:51Z,0.5993480020569428,51.54602555212316,10891.144270720268,1045.5889576814818,39.97206596557268,1,P40,NA,264.50408640913145,III,CPA251,NA,NA,0x780A18,VHHH,EGLL
71e9cecc-fc6a-47aa-b57b-46ac21859fc2,2017-08-06T04:19:42Z,0.4075209067338965,51.09869104003432,12076.356164121984,1519.1033857302787,39.86159809827105,1,P40,NA,305.1491032348449,IV,BAW64M,NA,NA,0x400690,HKJK,EGLL
89759b27-8230-4f6f-8a23-8a562f480f45,2017-08-06T04:22:40Z,0.38329197586671865,51.08220054748489,10998.402265959547,1237.9489476260524,39.70475437122945,1,P40,NA,307.0607635979461,IV,BAW56,GXLEG,A388,0x406B20,FAJS,EGLL
ffd3fa96-2ab1-4af6-9317-af68bc874e6a,2017-08-06T04:22:44Z,-1.4839199863374763,51.66888701152839,13720.913406147332,560.3615761067865,39.96931077577435,1,P40,NA,106.31681976093427,II,BAW9E,NA,NA,0x4005B9,KEWR,EGLL
b0c328fd-a1cb-46e8-9a5a-6800cc491606,2017-08-06T04:28:50Z,-1.4471519193186446,51.735193151145914,15412.751643160418,569.0679306239757,39.99433031798327,1,P40,NA,112.38589446475987,II,BAW9E,GVIIA,B772,0x4005B9,KEWR,EGLL
44ca6052-5ac0-4caf-ba07-ea982f323ca5,2017-08-06T04:32:37Z,0.5570753096724246,51.60765023675557,10695.883123984266,1794.8709366086114,38.942158897244255,1,P40,NA,258.81665017442816,III,CPA251,BKPW,B77W,0x780A18,VHHH,EGLL
ca93b8be-d750-46bb-bc4f-1ca9f7853437,2017-08-06T04:32:37Z,0.5986629860981444,51.5533201473476,10236.90304050672,2038.488571063968,39.99090579024847,1,P40,NA,263.87508126449524,III,SIA322,NA,NA,0x76CD69,WSSS,EGLL
18cae2f5-b969-4152-be6b-b244a67abba1,2017-08-06T04:34:50Z,0.33440615322907835,51.062700212639406,12852.573544614128,1972.5653806930845,38.98757798916517,1,P40,NA,310.0358724716322,IV,BAW64M,GCIVO,B744,0x400690,HKJK,EGLL
8cf42d79-c8ae-4306-ab11-b5d2dfbb2c21,2017-08-06T04:38:29Z,-1.477308626863192,51.68080741184952,14000,558.330167746294,39.9407128948429,1,P40,NA,107.40747942486604,II,BAW6W,NA,NA,0x4006B2,KIAD,EGLL
