flight_id,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades,ssr_codes,period_start,period_finish,source_ids
0034ba37-afb7-4a34-802a-c726b3f50447,AFL2390,VPBMF,A320,0x424259,UUEE,LSZH,['0000' '2107' '3331' '5123' '6277' '6270' '1000' '6531'],2017-08-08T07:01:54Z,2017-08-08T10:22:53Z,['0xe65a48c' 480719]
00a2cebf-7b64-47e2-b7e8-02342528ace4,EDW47K,HBIJU,A320,0x4B161E,LEPA,LSZH,['0000' '1066' '1000' '3025' '3064'],2017-08-08T13:59:39Z,2017-08-08T15:42:03Z,['0xe669c24' 517500]
012c20bc-28ad-41a6-93fd-be3ecd9d7479,SWR133B,HBIJQ,A320,0x4B161A,LKPR,LSZH,['1000' '6540'],2017-08-08T18:13:49Z,2017-08-08T19:28:07Z,['0xe6757db' 519262]
0146f367-46a6-4ccd-bfc8-8981f002ebe6,SWR44KX,HBJBB,BCS1,0x4B17DF,LSGG,LSZH,['2000' '1000'],2017-08-08T03:55:35Z,2017-08-08T05:46:45Z,['0xe656c0f' 497884]
01945fa1-3448-4033-ae25-48dcffb1cd23,SWR197,HBJHH,A333,0x4B1881,ZBAA,LSZH,['0000' '6701' '3703' '1000'],2017-08-08T04:54:05Z,2017-08-08T09:19:41Z,['0xe64d004' 497785]
03a1f8b0-ff9c-4fde-8789-1e9dcfabef60,HBJES,NA,NA,0x4B183E,EGPE,LSZH,['2062'],2017-08-08T13:50:29Z,2017-08-08T15:51:20Z,[497811]
0415b997-b3a5-4599-96bc-1b3e6a0a67d3,SWR425,HBJBC,BCS1,0x4B17E0,EGBB,LSZH,['0000' '2245' '6376' '2000'],2017-08-08T17:45:59Z,2017-08-08T20:24:37Z,['0xe674454' 518713]
0446eb34-7f6a-4653-9bd7-c089cf9fca46,SWR285K,HBIJE,A320,0x4B160E,LHBP,LSZH,['0000' '4231' '1000' '3047'],2017-08-08T12:45:18Z,2017-08-08T14:17:26Z,['0xe6668bf' 510929]
044fc950-03c8-4470-8df8-b9cea60d8edf,AZA572,EIIMT,A319,0x4CA9EE,LIRF,LSZH,['2000' '0000' '1000'],2017-08-08T07:04:33Z,2017-08-08T08:25:08Z,['0xe65be4c' 506773]
0556b17a-613e-4b7f-bf19-6bc9110d15a8,SWR113C,OELGR,DH8D,0x44077A,EDDS,LSZH,['0637' '0000'],2017-08-08T09:04:21Z,2017-08-08T09:28:00Z,[501317 '0xe65f424']
05a9e155-5d81-418d-b9bf-689ec23fe7b5,THY9KL,TCJSY,A321,0x4BAA79,LTBA,LSZH,['0000' '3231' '3260' '2000'],2017-08-08T03:50:34Z,2017-08-08T07:13:53Z,['0xe656a0e' 507065]
05bd33f1-62bc-466c-936d-a21e1272ce31,CFE54K,GLCYO,E190,0x40650B,EGLC,LSZH,['5675' '0000'],2017-08-08T12:14:47Z,2017-08-08T13:36:04Z,[511489 '0xe665543']
060404dc-2469-44d3-9706-3e9c5c94b705,SWR168Y,HBJVP,E190,0x4B19F5,LIRQ,LSZH,['0000' '1000'],2017-08-08T17:24:31Z,2017-08-08T18:29:49Z,['0xe673482' 501605]
06841b3d-8ca8-4a15-9f99-4eb60ec94e47,BAW718,GEUPT,A319,0x4008B4,EGLL,LSZH,['0000' '2061' '4601'],2017-08-08T15:33:27Z,2017-08-08T17:21:11Z,['0xe66e10a' 509797]
0762327c-0e8d-4227-a07a-958bf99a8f2f,SWR729,HBJLQ,A320,0x4B18F2,EHAM,LSZH,['1000' ''],2017-08-08T13:00:44Z,2017-08-08T14:29:12Z,['0xe6671d9' 511196]
0765063c-f3b6-4724-ac2f-77675928bdc5,QTR68W,A7ALP,A359,0x06A104,OTBD,LSZH,['2606' '3252' '3257' '3267' '3235'],2017-08-08T05:02:15Z,2017-08-08T11:04:27Z,['0xe658a86' 512026]
0873de04-a760-4717-9745-39208156dca4,SWR151E,HBJVH,F100,0x4B19ED,LOWG,LSZH,['0000' '7354' '1000'],2017-08-08T17:46:53Z,2017-08-08T18:57:23Z,['0xe6744f5' 502408]
09d03123-1dc3-4bfb-9d99-3801d8210be3,AUA553,OELBK,A320,0x440667,LOWW,LSZH,['0000' '1000'],2017-08-08T14:42:57Z,2017-08-08T16:14:10Z,['0xe66bc49' 510335]
0a4f692e-9662-465b-872e-b038da5a169c,ULC263,NA,NA,NA,LIMF,LSZH,['1000'],2017-08-08T06:47:23Z,2017-08-08T07:20:28Z,[512524]
0b23813a-9f80-4301-b4c3-6fe5a31053b4,SWR1419,HBJLQ,A320,0x4B18F2,LYBE,LSZH,['0000' '7356' '1106' '1000'],2017-08-08T18:09:16Z,2017-08-08T19:48:03Z,['0xe675532' 518972]
0b8e63aa-494c-473a-8e94-9431228818c8,NJE059D,NA,NA,NA,LFMD,LSZH,['1000'],2017-08-08T11:59:34Z,2017-08-08T12:52:12Z,[524459]
0c06a18b-9428-4885-970f-80ea3604f2df,EZY93EC,GEZBU,A319,0x4010E9,LPPT,LSZH,['0000' '5421' '1000'],2017-08-08T16:40:35Z,2017-08-08T19:10:43Z,['0xe671441' 514935]
0d0e0b37-26bb-4287-8bbc-d47d44bd919b,CFE94C,GLCYE,E170,0x406099,EGLC,LSZH,['0000' '5666'],2017-08-08T18:08:36Z,2017-08-08T19:22:18Z,['0xe67549b']
0d19a5d4-012a-4ac3-9c63-63d98fc35e7a,ADR785,S5AAP,A319,0x506C21,LSGG,LSZH,['1000' '0000'],2017-08-08T06:04:33Z,2017-08-08T07:54:16Z,['0xe65a56c' 502489]
0d7f437a-f09f-4155-8a0d-b9ed9a1db363,N554CE,NA,NA,0xA70E7E,KHPN,LSZH,['2020'],2017-08-08T16:01:40Z,2017-08-08T18:16:22Z,[508382]
0edcae00-4d4d-4005-875d-36ddcc164af5,SWR225Z,HBIJD,A320,0x4B160D,LHBP,LSZH,['0000' '4230' '1000' '3037'],2017-08-08T07:50:18Z,2017-08-08T09:28:36Z,['0xe65d1e3']
0ef99619-e544-40e2-b0ae-76bc2b5f7346,EDW267,HBIJU,A320,0x4B161E,LEIB,LSZH,['1045' '0000'],2017-08-08T19:39:59Z,2017-08-08T21:12:18Z,[522158 '0xe6797b0']
107f9dfe-dd9f-4df2-8446-3413930821ff,SWR93,HBJMI,A343,0x4B1904,SBGR,LSZH,['0000' '5115' '4746' '1000' '5576'],2017-08-08T05:15:09Z,2017-08-08T08:57:11Z,['0xe649fd3' 496614]
112474bf-a7f7-4652-8533-8299769d7acd,SWR195H,HBIOO,A321,0x4B169A,LEBL,LSZH,['0000' '5513' '1000' '3034'],2017-08-08T07:54:52Z,2017-08-08T09:36:22Z,['0xe65d3e6' 502912]
