flight_id,timestamp,longitude,latitude,altitude,distance_flown,distance_arp,sequence_number,type,holding_id,bearing,quadrant,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades
36e31fa6-cd47-4a43-b4fc-0af3ee341021,2017-08-05T03:20:09Z,-7.232557888501957,53.75132354848353,7337.80655868064,316.8885735476266,39.723036810904134,1,P40,NA,119.56084059168347,II,EIN1KP,EIELA,A333,0x4CA842,KJFK,EIDW
7d5ceeed-1166-461a-972d-0983dacad992,2017-08-05T03:32:39Z,-7.206421656411735,53.78062874500104,10533.218297373967,337.1986205341157,39.832581138718325,1,P40,NA,122.44691517283889,II,EIN13R,EILBR,B752,0x4CAAF9,KBDL,EIDW
fb274d27-ac9e-4125-94d7-68830bbba357,2017-08-05T03:35:31Z,-7.269268882638948,53.719577201650466,7611.389941112274,324.49698521816873,39.9866894529631,1,P40,NA,116.22704780315678,II,EIN1TC,EIFNH,A333,0x4CA615,KEWR,EIDW
c1eeccb3-b63a-484f-9fd4-df7c112b4295,2017-08-05T03:38:25Z,-7.239252371891943,53.74200048436702,9891.256362454284,311.745301547178,39.658695823572366,1,P40,NA,118.68136971777517,II,EIN13W,EIDUZ,A333,0x4CA5C7,KBOS,EIDW
91d8840e-83b1-4200-9d73-addec5f41874,2017-08-05T03:51:01Z,-7.230828605225379,53.754352049622845,11211.121538296946,324.32558490440755,39.75970325673612,1,P40,NA,119.83415069740641,II,EIN118,EILBS,B752,0x4CAAFA,KIAD,EIDW
a3cb6bf4-3a24-4b2a-b72c-6eb7231b4a13,2017-08-05T03:51:18Z,-6.810278902121295,52.84044280307167,17482.01577299677,350.9486360179072,39.996430115290714,1,P40,NA,29.00664186062079,I,VMP944,NA,NA,NA,SKRG,EIDW
5e9da8a1-f712-441e-80f8-dfa43a32d205,2017-08-05T04:17:24Z,-6.3559448305735815,54.083797268138845,9362.453344675148,283.1662326486347,39.929862935241786,1,P40,NA,175.56851621849103,II,EIN122,EIFNG,A333,0x4CA614,KORD,EIDW
4eae4339-b776-4684-ad0d-26e1cbf0fda4,2017-08-05T04:20:20Z,-5.249361754672383,53.67306174220171,12796.049451596307,1578.4112086630112,39.53786795922519,1,P40,NA,247.91567933139214,III,THY70K,TCJHO,B738,0x4BA90F,LTBA,EIDW
6323fb83-3c45-41c6-ba44-b09aff4a795f,2017-08-05T05:04:02Z,-7.213544567114056,53.772679328986314,20227.318028829355,317.9824940944171,39.793918192787544,1,P40,NA,121.66483240282639,II,AAL724,NA,NA,NA,KCLT,EIDW
c63bba6f-4b48-4bda-a96f-e931f13d588b,2017-08-05T05:04:03Z,-7.215066748933144,53.772602494681145,20129.226059004315,329.51301778765526,39.83763131867638,1,P40,NA,121.61704073397402,II,AAL724,N290AY,A332,0xA2F591,KCLT,EIDW
97719457-e678-44b5-a171-0e24aa2977eb,2017-08-05T05:21:08Z,-5.181327309494255,53.54503635387824,11898.16360615037,158.58651905981665,39.72502490508981,1,P40,NA,259.6523523035005,III,BCS2882,HAFAW,B734,0x470D4A,EGNX,EIDW
6d058fa1-ef1c-4d23-b160-32547e2a1642,2017-08-05T05:50:28Z,-5.24238840253391,53.67133864035498,11692.881406664626,1635.6458327986659,39.7299875785771,1,P40,NA,248.19457780991956,III,QTR019,NA,NA,0x06A0C2,OTHH,EIDW
9e09ff07-2fd5-4c75-8dda-01e8306b8cfa,2017-08-05T06:00:38Z,-5.241189966238252,53.66779257370444,12892.671186901873,155.22490380108636,39.691114833576066,1,P40,NA,248.50408263292545,III,RYR535,EIFIV,B738,0x4CA589,EGNX,EIDW
aa824135-9975-455b-9802-1f7535445e8b,2017-08-05T06:05:02Z,-5.755328100886275,54.01205373914664,16865.778776124378,260.4371661867177,39.961008279631244,1,P40,NA,207.53809605609166,III,UAL152,N17133,B752,0xA11FC1,KORD,EIDW
1b91fe23-af6a-4d99-a601-7a9194266006,2017-08-05T06:10:37Z,-7.231404210193917,53.7492992405749,17594.795246206817,321.00003255923104,39.62736542577407,1,P40,NA,119.43808879986778,II,AAL290,N194AA,B752,0xA17708,KJFK,EIDW
8d99330f-d439-4925-8ad0-d1e9de335452,2017-08-05T06:12:48Z,-7.220014029043061,53.772930678217186,23174.296448424735,318.9633120074371,39.99802892920262,1,P40,NA,121.50485887297214,II,AAL208,NA,NA,NA,KORD,EIDW
97114f21-26d1-499b-80d4-fc0b81c63ec1,2017-08-05T06:13:12Z,-7.200995975705468,53.78885512390952,22522.910829562894,319.8969830315394,39.938286860420824,1,P40,NA,123.1984337040787,II,AAL208,N397AN,B763,0xA49CD7,KORD,EIDW
bd092891-8e12-43cf-9d0a-7235706d6d58,2017-08-05T06:20:53Z,-5.240983024582229,53.672708431417966,12941.075443967826,1621.7464753407883,39.80717083850069,1,P40,NA,248.11251831747393,III,ETD72E,NA,NA,0x896399,OMAA,EIDW
