flight_id,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades,ssr_codes,period_start,period_finish,source_ids
0005bcb3-a57f-4039-bb84-d19f6a877529,VIR46Z,NA,NA,0x40655D,KJFK,EGLL,"[""'5474'""]",2017-08-06T05:04:36Z,2017-08-06T06:35:51Z,[434164]
000b126a-fdbe-4276-895c-68e66a070422,BAW705,GEUUW,A320,0x405457,LOWW,EGLL,"[""'0000'"" ""'2204'"" ""'3147'""]",2017-08-06T18:33:01Z,2017-08-06T20:37:20Z,['0xe60eed3' 452487]
0014de31-4125-4831-a198-9d1011fff660,AZA97U,NA,NA,0x300064,LIRF,EGLL,"[""'1253'"" ""'5733'""]",2017-08-06T13:03:42Z,2017-08-06T15:16:27Z,[447463]
001f44da-0889-4fbc-b3a1-f23c856ed71e,SHT88B,GEUPC,A319,0x400803,EGAC,EGLL,"[""'0000'"" ""'7672'"" ""'7736'""]",2017-08-06T12:30:27Z,2017-08-06T13:38:01Z,['0xe5fd5eb' 443714]
002b6eb4-ce99-41b8-b5ee-b9956bb1b349,AAL90,NA,NA,0xAB0D15,KORD,EGLL,"[""'5432'""]",2017-08-06T19:46:32Z,2017-08-06T21:16:57Z,[459350]
015f39ae-5802-4d42-bd73-1aac2c291369,BAW7GG,NA,NA,0x400940,LSGG,EGLL,"[""'5740'""]",2017-08-06T19:28:59Z,2017-08-06T20:46:45Z,[454740]
018298ec-cd11-4d63-a16a-07a995a128e4,CSN303,B2733,B788,0x780B12,ZGGG,EGLL,"[""'0000'""]",2017-08-06T17:22:03Z,2017-08-06T17:27:02Z,['0xe60b940']
020bb5dd-be41-417c-aa34-7463082c7b80,AEE60L,NA,NA,0x4692CF,LGAV,EGLL,"[""'2011'"" ""'2745'""]",2017-08-06T06:39:30Z,2017-08-06T10:06:39Z,[429998]
024db9cb-789d-4e99-959e-470c39aa92c1,SHT9B,GBNWA,B763,0x40041B,EGPH,EGLL,"[""'0000'"" ""'1467'""]",2017-08-06T10:22:05Z,2017-08-06T11:36:27Z,['0xe5f8dea' 440358]
02966379-3eb7-449f-a83d-6de88601a8ba,SHT21X,GEUPF,A319,0x40083C,EGNM,EGLL,"[""'0000'"" ""'3175'""]",2017-08-06T18:25:01Z,2017-08-06T19:20:51Z,['0xe60e8c1' 452815]
0310e3bf-d180-461d-8a52-b0ecb9386922,BAW83D,NA,NA,0x4008F1,EIDW,EGLL,"[""'4231'""]",2017-08-06T19:52:12Z,2017-08-06T20:44:09Z,[455496]
034780c2-7365-417f-871c-c367b6b8a7f8,BAW178,GCIVY,B744,0x4006AF,KJFK,EGLL,"[""'5454'"" ""'0000'""]",2017-08-06T16:50:18Z,2017-08-06T18:33:54Z,[456251 '0xe5fbb09']
035ed8da-6493-461e-bf0f-b37d329a25da,LOT279,SPLWD,B738,0x48AE83,EPWA,EGLL,"[""'0000'"" ""'2010'"" ""'4650'""]",2017-08-06T14:20:54Z,2017-08-06T16:56:37Z,['0xe602137']
0362c442-095f-462d-a218-9a5c1895f03f,SAS4627,NA,NA,0x4CA8BA,ENZV,EGLL,"[""'6205'""]",2017-08-06T15:52:29Z,2017-08-06T17:39:39Z,[431497]
03be756a-55b4-4911-95d5-3f6aac9d4fb9,KLM1023,PHBGT,B737,0x484CB9,EHAM,EGLL,"[""'0000'"" ""'7341'""]",2017-08-06T15:15:07Z,2017-08-06T16:20:56Z,['0xe605380']
03caa45f-315c-49f1-a653-6e982d4ff7f2,IBE31MM,NA,NA,0x3445D4,LEMD,EGLL,"[""'5354'""]",2017-08-06T06:30:03Z,2017-08-06T08:24:03Z,[444235]
03ccba97-765d-4043-8153-576282872b86,UAL77,N14121,B752,0xA0A91F,KEWR,EGLL,"[""'7746'""]",2017-08-06T06:45:07Z,2017-08-06T08:18:45Z,[435705 '0xe5eb541']
040e3087-a5a2-42c5-a01a-25beeb6181d9,AAL728,N270AY,A333,0xA2A693,KPHL,EGLL,"[""'5456'""]",2017-08-06T06:28:36Z,2017-08-06T08:01:27Z,[439243 '0xe5e89f8']
04376a51-4e3b-456c-a8d8-2546e98e10d0,AFR1680,FHRBB,B789,0x39C421,LFPG,EGLL,"[""'0670'""]",2017-08-06T05:51:48Z,2017-08-06T06:48:07Z,['0xe5f1745' 439502]
046542f0-c119-41ea-967a-a87837b66d0c,GIA086,PKGIE,B77W,0x8A03C3,WSSS,EGLL,"[""'0000'"" ""'4771'"" ""'3274'""]",2017-08-06T11:31:46Z,2017-08-06T17:18:21Z,['0xe5ef3e1' 443616]
046fbd8d-04bb-4be9-ad3c-534659a70a81,KLM89A,PHEZL,E190,0x484C50,EHAM,EGLL,"[""'0000'"" ""'7342'""]",2017-08-06T11:50:19Z,2017-08-06T12:50:02Z,['0xe5fbeec']
0473465c-c02e-489d-986f-97ec12b73c9b,ASL51G,YUAPA,A319,0x4C01E0,LYBE,EGLL,"[""'0000'"" ""'2220'"" ""'6417'"" ""'7617'""]",2017-08-06T08:24:41Z,2017-08-06T11:29:26Z,['0xe5f5381' 445599]
04b02c6c-d60e-4115-b5a2-86e25dac1197,THY1979,TCLKA,B77W,0x4BB161,LTBA,EGLL,"[""'3257'"" ""'2342'""]",2017-08-06T04:41:33Z,2017-08-06T08:33:04Z,['0xe5ef980']
05606cc5-b422-4524-9484-436949d072e1,BAW9249,GEUUV,A320,0x405456,LFKF,EGLL,"[""'6752'""]",2017-08-06T12:24:39Z,2017-08-06T14:34:55Z,['0xe5fcfd5']
056a6e22-c6bb-408f-a671-cdc0c5555e7c,BAW491,NA,NA,0x400A0E,LXGB,EGLL,"[""'5304'""]",2017-08-06T15:19:26Z,2017-08-06T17:53:39Z,[447983]
057ded43-3e4f-4c4f-a9ee-303bc41241c0,SHT7J,NA,NA,0x40093F,EGPF,EGLL,"[""'4444'""]",2017-08-06T06:49:09Z,2017-08-06T07:44:27Z,[428606]
05ad314e-dc0e-4721-ad2f-6cfb0d567c54,BAW827,GEUPF,A319,0x40083C,EIDW,EGLL,"[""'0000'"" ""'1464'""]",2017-08-06T09:56:40Z,2017-08-06T11:08:07Z,['0xe5f7fe8']
063e27a9-2d25-4208-bf09-595f6a2be48c,BAW34,NA,NA,0x406D79,WMKK,EGLL,"[""'3250'""]",2017-08-06T00:47:32Z,2017-08-06T04:10:33Z,[426375]
064d1397-5100-47db-b3a7-27588e4f1917,BAW855,NA,NA,0x406091,LKPR,EGLL,"[""'6622'""]",2017-08-06T09:26:53Z,2017-08-06T11:17:57Z,[438315]
068e929e-1be2-43e9-a38f-513210cb1e6f,ETH700,ETAUA,A359,0x040132,HAAB,EGLL,"[""'2407'"" ""'1660'"" ""'5517'"" ""'2721'""]",2017-08-06T00:59:33Z,2017-08-06T05:37:43Z,['0xe5e5952' 435348]
0692841a-eeb0-423c-8891-430b915ebacf,BAW983,GEUPM,A319,0x40087C,EDDT,EGLL,"[""'0000'"" ""'1372'"" ""'6205'"" ""'4027'""]",2017-08-06T10:15:22Z,2017-08-06T12:14:27Z,['0xe5f8a12']
06c36464-98ed-4f0c-a739-48f55d7d21ac,AUA451P,NA,NA,0x440549,LOWW,EGLL,"[""'2202'""]",2017-08-06T05:02:40Z,2017-08-06T07:07:51Z,[428573]
06c3d415-1526-47b4-af94-e12e5de08cda,SHT9C,GEUPN,A319,0x4008AD,EGPH,EGLL,"[""'0000'"" ""'3163'""]",2017-08-06T18:23:29Z,2017-08-06T19:38:24Z,['0xe60e786']
07567d4a-0202-46ae-aabe-04493e63b7ab,AZA79A,NA,NA,0x4CA81C,LIML,EGLL,"[""'0423'"" ""'2762'""]",2017-08-06T15:08:33Z,2017-08-06T16:46:45Z,[451559]
