flight_id,timestamp,longitude,latitude,altitude,distance_flown,distance_arp,sequence_number,type,holding_id,bearing,quadrant,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades
77be694d-432d-4072-8eab-f8402825c46c,2017-08-08T00:47:21Z,-5.164149791653438,53.394489348831925,10760.115676450945,137.4633139135659,39.741906586537496,1,P40,NA,272.7701797526847,IV,IMX358,HBALQ,AT72,0x4B012E,EGBB,EIDW
c1ae45cd-adef-454d-ae27-f668f8777120,2017-08-08T03:10:28Z,-7.26085381587776,53.71731235715756,14497.647716105777,320.47355408028295,39.65745365209511,1,P40,NA,116.24898112594104,II,EIN1KP,EIFNG,A333,0x4CA614,KJFK,EIDW
12adc253-64b6-4324-bad0-51ff395c27dc,2017-08-08T03:17:48Z,-7.233852010177053,53.7551218997269,17629.585565631813,327.50748545484663,39.87613289290264,1,P40,NA,119.81241112693652,II,EIN1TC,EIEDY,A333,0x4CA782,KEWR,EIDW
3f55c55a-4791-41ec-837b-b8c375fb529f,2017-08-08T03:29:09Z,-5.394066691301344,53.0172096307713,9535.206893471901,438.93304802265396,39.847095268308934,1,P40,NA,307.89901912161804,IV,TAY029V,TFBBJ,B734,0x4CC0DF,EBLG,EIDW
154ec727-8874-45f2-88f7-3d4bd0787973,2017-08-08T03:30:00Z,-7.2192675172624305,53.77181290652974,17387.567594432676,324.77875626338556,39.94028930757165,1,P40,NA,121.44322645587681,II,EIN13W,EIDUZ,A333,0x4CA5C7,KBOS,EIDW
6c4123b2-ae6a-4200-a951-ea268a7adcda,2017-08-08T03:33:55Z,-5.404516376230526,53.010640735616384,11688.45787487152,512.2250095282878,39.794419588538524,1,P40,NA,308.67403990599496,IV,SRR6528,OYSRF,B762,0x45CE46,EDDK,EIDW
5be0801d-6ab2-4709-b824-e6407ea93864,2017-08-08T03:37:31Z,-7.21387460504793,53.77287261653878,16017.776744120334,320.32777446096037,39.810016673647844,1,P40,NA,121.6699184023658,II,EIN118,EILBS,B752,0x4CAAFA,KIAD,EIDW
1ad57f43-9cb6-47d0-bfa5-46de75c7751e,2017-08-08T03:38:41Z,-7.208364583416981,53.77200458016523,18259.793109374765,310.6818472201013,39.6157226244271,1,P40,NA,121.75911026974791,II,EIN13R,EILBR,B752,0x4CAAF9,KBDL,EIDW
a6f3a322-68ae-4ea1-8bd0-b0f168faac9e,2017-08-08T03:56:35Z,-7.202659481579661,53.78852983138317,16899.81303703561,342.16358662230977,39.97714999335549,1,P40,NA,123.12719377083079,II,EIN1MN,EIEWR,A332,0x4CA139,CYYZ,EIDW
071e8e69-4292-4e62-b232-82325e0b2995,2017-08-08T04:09:42Z,-5.1628372382680086,53.374686619928994,9284.877137610594,1827.6507408949421,39.86418949901544,1,P40,NA,274.476517243777,IV,ETH504,NA,NA,0x040087,HAAB,EIDW
f5677402-fdac-4f3f-ba5f-cb1875422fb3,2017-08-08T04:33:01Z,-5.188135649119412,53.573070533519385,9412.628765628835,151.96019431701498,39.82441421884863,1,P40,NA,257.19887740744696,III,BCS2882,DAZMO,A306,0x3C1BAF,EGNX,EIDW
8c52e5f6-69a8-4bb8-b34b-63a594275425,2017-08-08T04:36:05Z,-5.1829753604925735,53.54879810957093,16335.662831702426,229.29430849435317,39.708289965370255,1,P40,NA,259.3148651146665,III,FDX5202,N744FD,A306,0xAA01E7,EGSS,EIDW
c67758cf-1318-40fc-aaa3-c9bd78e412d2,2017-08-08T04:44:07Z,-7.2179400299475125,53.76787485204982,20873.30180214538,335.36686099437736,39.77690166170969,1,P40,NA,121.18897979000712,II,AAL724,N286AY,A332,0xA2E45C,KCLT,EIDW
7b7734e9-20f9-494c-9a88-2f77e5dae6fa,2017-08-08T04:45:59Z,-7.21949151960314,53.772843080361596,20798.654024241077,268.789192358736,39.979418597616124,1,P40,NA,121.51277862066092,II,EIN122,NA,NA,NA,KORD,EIDW
aa380aea-83a9-4bf6-961c-20bc6e6cb6dd,2017-08-08T04:46:04Z,-7.214194987910695,53.77261519859721,20625.606376517735,306.57012829023756,39.811606444508534,1,P40,NA,121.64209406855684,II,EIN0122,ECMIA,B772,0x345104,KORD,EIDW
317c9359-03b9-4776-8924-8b1a143937e3,2017-08-08T05:05:56Z,-7.213510967363895,53.77255251289588,22789.979986185495,312.1934799609203,39.788899697703094,1,P40,NA,121.65642317698229,II,ROU1928,CGHPE,B763,0xC058AF,CYYZ,EIDW
1b11d35e-fefe-4cf8-ada0-4ee99512a075,2017-08-08T05:11:43Z,-7.205159931583473,53.776021268960456,16473.826934356643,320.6985562811177,39.646671157577124,1,P40,NA,122.14507758421882,II,AAL290,N172AJ,B752,0xA120A4,KJFK,EIDW
bf902d55-beba-4162-9b03-ce1d9e999ce6,2017-08-08T05:20:24Z,-7.210035637975272,53.771815750370315,20879.26069782024,315.0389724124126,39.66035515430583,1,P40,NA,121.69858869954442,II,UAL23,N78005,B772,0xAA92FC,KEWR,EIDW
84eea86f-ff54-443d-99e8-5e5b3da6df96,2017-08-08T05:33:16Z,-7.209567434928484,53.77180016351314,22013.39178318381,277.15140309987567,39.645681637135525,1,P40,NA,121.71047200278144,II,IBK1762,LNNHB,B738,0x47A034,KSWF,EIDW
2e439c09-9cc5-4503-a2eb-77fd371435f9,2017-08-08T05:35:17Z,-5.24346328589972,53.6759344842273,12485.261746097354,1618.4205784746528,39.7978919154251,1,P40,NA,247.80403605077075,III,QTR019,NA,NA,0x06A0AC,OTHH,EIDW
f0c5f32d-58e1-4869-976e-ad5f35b47559,2017-08-08T05:39:27Z,-7.220148360736598,53.77146202096979,21812.358944236516,312.37303051657085,39.95605851351787,1,P40,NA,121.39326194680825,II,UAL152,N58101,B752,0xA77C11,KORD,EIDW
7290045c-8061-427a-8270-e10b94b41cb2,2017-08-08T05:46:02Z,-6.867338827738964,52.86272295654685,19722.824827281253,379.51237507120055,39.90723599704782,1,P40,NA,32.50137488237402,I,WJA16,CGYWJ,B737,0xC0864E,CYYT,EIDW
b84b29b8-5f6a-4b79-a7b7-dc177037a568,2017-08-08T06:02:39Z,-7.216516172396116,53.77291017086682,22069.530973188565,316.49428039740695,39.89126794917011,1,P40,NA,121.59963581410852,II,AAL208,NA,NA,NA,KORD,EIDW
ca53e2d2-88ce-4c59-98f5-4d9bece7224b,2017-08-08T06:02:41Z,-7.210448342374881,53.77283234178596,21919.71589742591,303.3162996047181,39.704982846076604,1,P40,NA,121.76212280705943,II,AAL208,N815AA,B788,0xAB1BF0,KORD,EIDW
d23e8640-ece3-494f-bab9-09d3844c7a05,2017-08-08T06:11:22Z,-5.249706691155107,53.68966533452669,12446.425105637727,133.1657140851643,39.912436117580675,1,P40,NA,246.58138367327365,III,RYR153,EIDAJ,B738,0x4CA1BB,EGNM,EIDW
95aabe3a-52b5-4d61-9ac5-95f57cad8afc,2017-08-08T06:11:23Z,-5.251031442253599,53.68726033053881,12502.831903016444,126.79793831481699,39.81179007358267,1,P40,NA,246.74414993378457,III,RYR153,NA,NA,0x4CA1BB,EGNM,EIDW
