flight_id,callsign,aircraft_reg,aircraft_type,aircraft_address,adep,ades,ssr_codes,period_start,period_finish,source_ids
00035a02-bc21-4c78-8ef4-913252b0f0e1,BAW268,GXLEG,A388,0x406B20,KLAX,EGLL,['5402' '0000'],2017-08-01T13:57:39Z,2017-08-01T15:25:29Z,[273777 '0xe4ea380']
00045695-a73c-4366-a680-328b85a3a094,BAW42Y,A7LAA,A320,0x06A1B8,LFLL,EGLL,['6756'],2017-08-01T08:27:30Z,2017-08-01T10:00:48Z,['0xe4f1551' 272518]
004953ad-04e8-49ae-9c6e-c42d6b59902a,BAW80,GZZZC,B772,0x40058C,OOMS,EGLL,['4021' '3222' '4055'],2017-08-01T05:15:42Z,2017-08-01T11:55:08Z,['0xe4eaa25' 261571]
0073424a-8aee-4814-aed1-955284e9c63c,THA916,HSTKQ,B77W,0x885171,VTBS,EGLL,['6144' '6303' '2234'],2017-08-01T12:23:21Z,2017-08-01T18:11:08Z,['0xe4eded1' 266946]
0085f243-f165-4cc9-963b-01b22e4d95a8,AZA79A,EIDSC,A320,0x4CA553,LIML,EGLL,['0000' '0437' '2777' '1000' '0155' '7274'],2017-08-01T15:32:17Z,2017-08-01T17:45:35Z,['0xe502fcd' 280827]
00fbd3e1-82dc-4a8c-bb57-d6b7d61d3ecf,BAW138,GZBKF,B789,0x406F72,VABB,EGLL,['4001'],2017-08-01T23:22:59Z,2017-08-01T23:59:54Z,['0xe5104c0']
0136abe5-3aef-4fb3-9a60-2091ff759b3e,DAL50,N178DN,B763,0xA1373D,KSLC,EGLL,['5404' '0000'],2017-08-01T11:47:51Z,2017-08-01T13:20:16Z,[270096 '0xe4e9c67']
01ef44f4-26ee-4252-96d1-d46b3e481516,AAL732,N275AY,A333,0xA2B926,KCLT,EGLL,['5401'],2017-08-01T09:13:34Z,2017-08-01T10:40:14Z,[270467 '0xe4f38a2']
0213830c-14a2-4d79-8bde-264b223a3691,SHT19XG,GMEDN,A321,0x40560B,EGPD,EGLL,['0000' '7763' '3144'],2017-08-01T19:51:36Z,2017-08-01T21:17:21Z,['0xe50ed07']
022d680e-662a-43e3-b3df-e88428dc10e9,TAP358M,CSTNN,A320,0x4951CE,LPPT,EGLL,['0000' '5462' '5423' '7441'],2017-08-01T18:02:38Z,2017-08-01T20:39:52Z,['0xe50a0af' 283083]
026e8620-eb81-4ca4-9dec-dc1f7cd9fdbf,BAW991,A7ADC,A320,0x06A01B,EDDT,EGLL,['0000' '1334'],2017-08-01T09:46:12Z,2017-08-01T11:30:06Z,['0xe4f3f0b' 272600]
028fbb78-a520-44ef-94d5-7f42d9b0d568,THY1XE,TCLNC,A333,0x4BB1C3,LTBA,EGLL,['0000' '3242' '3236'],2017-08-01T11:38:57Z,2017-08-01T15:11:39Z,['0xe4f7db0' 280039]
038b53b4-1da1-4eb4-863e-7865dfb001f4,SAS811,LNRRW,B738,0x47840D,ENGM,EGLL,['0000' '6204'],2017-08-01T15:15:15Z,2017-08-01T17:25:11Z,['0xe50221d' 281618]
